record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1081801085","73.96","49.60000000000002","21","78","78","13.56","567665943","-628913732","5.057",,
"1081801086","77.99","49.799999999999955","21","79","79","13.56","567666138","-628913102","4.479",,
"1081801087","82.93","49.799999999999955","21","80","80","13.56","567666130","-628912364","4.133",,
"1081801088","86.28","49.799999999999955","21","81","81","13.56","567665917","-628911841","3.798",,
"1081801089","89.39","49.799999999999955","21","82","82","13.56","567665602","-628911705","2.501",,
"1081801090","91.05","49.799999999999955","21","83","83","13.37","567665436","-628911601","1.428",,
"1081801091","92.28","49.799999999999955","21","83","83","13.37","567665383","-628911419","1.064",,
"1081801092","92.69","49.60000000000002","21","84","84","13.37","567665321","-628911357","0.84",,
"1081801093","93.53","49.60000000000002","20","84","84","13.37","567665280","-628911261","0.476",,
"1081801094","93.88","49.39999999999998","20","83","83","13.24","567665297","-628911184","0.0",,
"1081801095","93.88","49.39999999999998","20","83","83","13.24","567665287","-628911182","0.0",,
"1081801106","93.88","48.0","20","76","76","13.89","567665120","-628910560","2.491",,
"1081801107","97.9","48.0","20","76","76","13.89","567665115","-628909953","3.35",,
"1081801108","101.81","48.0","20","77","77","13.89","567665112","-628909340","4.022",,
"1081801109","105.69","47.60000000000002","20","77","77","13.89","567665144","-628908703","4.395",,
"1081801110","110.6","47.60000000000002","19","77","77","13.59","567665284","-628907996","4.516",,
"1081801111","114.43","47.39999999999998","19","77","77","13.59","567665520","-628907503","4.385",,
"1081801112","118.74","47.39999999999998","19","78","78","13.59","567665726","-628906879","4.824",,
"1081801113","123.52","47.39999999999998","19","79","79","13.59","567665982","-628906186","5.365",,
"1081801114","129.24","47.39999999999998","19","79","79","13.59","567666284","-628905404","5.682",,
"1081801115","134.82","47.39999999999998","19","81","81","13.78","567666628","-628904681","5.841",,
"1081801116","140.79","47.200000000000045","19","81","81","13.78","567667000","-628903904","6.056",,
"1081801117","146.78","47.200000000000045","19","82","82","13.78","567667394","-628903146","6.214",,
"1081801118","153.09","47.39999999999998","19","85","85","13.78","567667796","-628902345","6.373",,
"1081801119","159.55","47.39999999999998","19","87","87","13.78","567668225","-628901533","6.494",,
"1081801120","166.1","47.39999999999998","19","89","89","13.91","567668656","-628900704","6.476",,
"1081801121","172.79","47.39999999999998","19","91","91","13.91","567669112","-628899906","6.364",,
"1081801122","179.63","47.60000000000002","19","95","95","13.91","567669557","-628899063","6.401",,
"1081801123","186.18","47.60000000000002","19","96","96","13.91","567669971","-628898225","6.364",,
"1081801124","192.73","47.60000000000002","19","99","99","14.39","567670428","-628897427","6.28",,
"1081801125","199.08","47.60000000000002","19","100","100","14.39","567670879","-628896684","6.168",,
"1081801126","204.9","47.39999999999998","19","102","102","14.39","567671291","-628895974","5.972",,
"1081801127","210.43","47.39999999999998","19","103","103","14.39","567671680","-628895312","5.514",,
"1081801128","214.9","47.39999999999998","18","104","104","14.39","567672006","-628894800","4.535",,
"1081801129","218.52","47.60000000000002","18","105","105","14.71","567672278","-628894367","3.798",,
"1081801130","221.35","47.60000000000002","18","106","106","14.71","567672478","-628894000","2.827",,
"1081801131","223.64","47.60000000000002","18","106","106","14.71","567672617","-628893728","1.642",,
"1081801132","225.29","47.799999999999955","18","106","106","14.71","567672710","-628893522","1.073",,
"1081801133","225.94","47.60000000000002","18","106","106","14.71","567672758","-628893477","0.672",,
"1081801134","225.94","47.60000000000002","18","106","106","15.71","567672779","-628893538","0.215",,
"1081801135","225.94","47.60000000000002","18","106","106","15.71","567672783","-628893547","0.0",,
"1081801139","225.94","47.0","18","105","105","18.35","567672800","-628892709","3.014",,
"1081801140","229.51","46.799999999999955","18","105","105","18.35","567672597","-628892182","4.199",,
"1081801141","234.23","46.60000000000002","18","105","105","18.35","567672203","-628891646","5.123",,
"1081801142","240.2","46.39999999999998","18","105","105","18.35","567671709","-628891038","5.682",,
"1081801143","246.76","46.200000000000045","18","104","104","18.35","567671145","-628890478","6.065",,
"1081801144","252.98","46.200000000000045","18","104","104","18.35","567670610","-628889868","6.448",,
"1081801145","259.94","46.200000000000045","18","104","104","20.11","567670026","-628889202","6.839",,
"1081801146","266.88","46.0","17","104","104","20.11","567669428","-628888550","7.082",,
"1081801147","274.5","46.0","17","104","104","20.11","567668802","-628887804","7.371",,
"1081801148","282.1","45.799999999999955","17","104","104","20.11","567668155","-628887074","7.707",,
"1081801149","289.91","45.60000000000002","17","105","105","20.1","567667458","-628886355","8.09",,
"1081801150","298.24","45.39999999999998","17","105","105","20.1","567666702","-628885644","8.398",,
"1081801151","306.92","45.39999999999998","17","105","105","20.1","567665890","-628884965","8.668",,
"1081801152","316.14","45.200000000000045","17","105","105","20.1","567665021","-628884353","8.929",,
"1081801153","324.59","45.0","17","105","105","20.1","567664176","-628883781","9.097",,
"1081801154","333.88","44.60000000000002","17","105","105","20.1","567663257","-628883233","9.265",,
"1081801155","343.15","44.60000000000002","17","105","105","20.1","567662316","-628882750","9.405",,
"1081801156","352.34","44.0","17","105","105","20.1","567661352","-628882332","9.48",,
"1081801157","362.24","43.799999999999955","17","105","105","20.1","567660350","-628881885","9.508",,
"1081801158","371.98","43.60000000000002","17","105","105","20.1","567659360","-628881436","9.601",,
"1081801159","381.42","43.39999999999998","17","105","105","20.1","567658379","-628881004","9.685",,
"1081801160","391.26","43.0","17","105","105","20.1","567657361","-628880572","9.807",,
"1081801161","401.38","42.799999999999955","17","105","105","20.1","567656325","-628880136","9.993",,
"1081801162","411.45","42.39999999999998","17","105","105","20.1","567655279","-628879685","10.208",,
"1081801163","421.98","42.200000000000045","17","105","105","20.1","567654206","-628879205","10.366",,
"1081801164","432.46","42.0","17","105","105","20.1","567653127","-628878752","10.497",,
"1081801165","442.94","41.60000000000002","16","1","105","20.1","567652044","-628878276","10.618",,
"1081801166","453.74","41.39999999999998","16","240","240","22.88","567650936","-628877803","10.74",,
"1081801167","464.44","41.0","16","240","240","22.88","567649834","-628877297","10.833",,
"1081801168","475.44","40.39999999999998","16","240","240","22.88","567648738","-628876697","10.805",,
"1081801169","485.87","40.0","16","205","205","22.88","567647708","-628876058","10.572",,
"1081801170","495.93","39.60000000000002","16","205","205","22.88","567646740","-628875323","10.329",,
"1081801171","506.01","39.200000000000045","16","205","205","22.88","567645809","-628874506","10.114",,
"1081801172","515.89","38.60000000000002","16","205","205","22.88","567644931","-628873615","9.807",,
"1081801173","525.82","38.60000000000002","16","205","205","22.88","567644077","-628872686","9.592",,
"1081801174","535.46","38.60000000000002","16","205","205","22.88","567643268","-628871752","9.377",,
"1081801175","544.66","38.60000000000002","16","205","205","22.88","567642494","-628870863","9.163",,
"1081801176","553.47","38.799999999999955","16","205","205","22.88","567641741","-628870021","8.985",,
"1081801177","561.86","38.799999999999955","16","205","205","22.88","567641012","-628869206","8.78",,
"1081801178","570.49","39.0","16","205","205","22.88","567640266","-628868424","8.538",,
"1081801179","578.58","39.0","16","205","205","22.88","567639562","-628867691","8.295",,
"1081801180","586.61","39.0","16","205","205","22.88","567638913","-628866867","8.071",,
"1081801181","594.14","39.200000000000045","15","205","205","22.88","567638256","-628866130","7.987",,
"1081801182","601.76","39.39999999999998","15","205","205","22.88","567637602","-628865367","7.772",,
"1081801183","609.75","39.39999999999998","15","114","114","22.88","567636934","-628864610","7.614",,
"1081801184","617.0","39.39999999999998","15","114","114","22.88","567636299","-628863932","7.521",,
"1081801185","624.57","39.39999999999998","15","114","114","22.88","567635664","-628863223","7.418",,
"1081801186","631.71","39.60000000000002","15","114","114","22.88","567635047","-628862538","7.399",,
"1081801187","638.61","39.60000000000002","15","114","114","22.88","567634414","-628861901","7.315",,
"1081801188","646.07","39.799999999999955","15","114","114","22.88","567633714","-628861331","7.306",,
"1081801189","653.51","40.0","15","114","114","22.88","567633003","-628860790","7.362",,
"1081801190","660.89","40.0","15","114","114","22.88","567632268","-628860324","7.343",,
"1081801191","668.64","40.0","15","134","134","22.88","567631511","-628859898","7.297",,
"1081801192","675.87","40.200000000000045","15","118","118","22.88","567630783","-628859489","7.278",,
"1081801193","683.12","40.200000000000045","15","118","118","22.88","567630049","-628859087","7.25",,
"1081801194","690.6","40.200000000000045","15","118","118","22.88","567629295","-628858719","7.306",,
"1081801195","698.3","40.39999999999998","15","118","118","22.88","567628532","-628858356","7.539",,
"1081801196","705.5","40.39999999999998","15","114","114","24.63","567627796","-628857966","7.754",,
"1081801197","712.82","40.39999999999998","15","115","115","24.63","567627022","-628857593","7.912",,
"1081801198","720.87","40.39999999999998","15","115","115","24.63","567626200","-628857226","7.94",,
"1081801199","728.91","40.39999999999998","14","115","115","24.63","567625377","-628856861","7.978",,
"1081801200","736.92","40.39999999999998","14","115","115","24.63","567624549","-628856489","8.108",,
"1081801201","745.4","40.39999999999998","14","115","115","24.63","567623691","-628856123","8.286",,
"1081801202","753.52","40.200000000000045","14","115","115","24.63","567622862","-628855723","8.342",,
"1081801203","761.86","40.200000000000045","14","123","123","26.35","567622011","-628855321","8.538",,
"1081801204","770.37","40.200000000000045","14","123","123","26.35","567621112","-628854936","8.929",,
"1081801205","779.92","40.0","14","123","123","26.35","567620138","-628854540","9.349",,
"1081801206","789.38","39.799999999999955","14","123","123","26.35","567619158","-628854108","9.695",,
"1081801207","799.42","39.39999999999998","14","123","123","26.35","567618116","-628853633","10.058",,
"1081801208","810.24","39.0","14","123","123","26.35","567616988","-628853237","10.581",,
"1081801209","821.56","38.60000000000002","14","124","124","26.35","567615804","-628852889","11.15",,
"1081801210","833.27","38.0","14","124","124","26.35","567614565","-628852654","11.729",,
"1081801211","845.53","37.0","14","124","124","26.35","567613258","-628852519","12.345",,
"1081801212","858.22","35.799999999999955","14","124","124","26.35","567611897","-628852411","12.932",,
"1081801213","871.43","34.60000000000002","14","124","124","26.35","567610477","-628852284","13.502",,
"1081801214","885.49","33.60000000000002","14","137","137","27.75","567608971","-628852168","14.071",,
"1081801215","899.95","32.200000000000045","14","137","137","27.75","567607416","-628852046","14.556",,
"1081801216","914.52","30.799999999999955","14","137","137","27.75","567605844","-628851960","14.715",,
"1081801217","929.96","29.0","14","137","137","27.75","567604227","-628851842","14.882",,
"1081801218","944.34","27.399999999999977","14","137","137","27.75","567602659","-628851727","14.929",,
"1081801219","959.16","26.0","13","137","137","27.75","567601059","-628851637","14.798",,
"1081801220","974.01","24.799999999999955","13","137","137","27.75","567599491","-628851538","14.313",,
"1081801221","988.06","23.200000000000045","13","137","137","27.75","567597988","-628851489","13.921",,
"1081801222","1001.41","22.0","13","137","137","27.75","567596547","-628851474","13.492",,
"1081801223","1014.8","20.799999999999955","13","137","137","27.75","567595120","-628851428","13.175",,
"1081801224","1027.4","20.200000000000045","13","1","137","27.75","567593767","-628851394","12.699",,
"1081801225","1040.17","19.0","13","1","137","27.75","567592433","-628851462","12.475",,
"1081801226","1051.82","19.0","13","1","137","27.75","567591183","-628851560","12.289",,
"1081801227","1063.16","18.799999999999955","13","1","137","27.75","567589944","-628851663","12.158",,
"1081801228","1074.52","18.600000000000023","13","1","137","27.75","567588703","-628851788","11.803",,
"1081801229","1085.84","18.600000000000023","13","1","137","27.75","567587485","-628851909","11.271",,
"1081801230","1096.76","18.600000000000023","13","1","137","27.75","567586313","-628851993","10.656",,
"1081801231","1105.78","18.600000000000023","13","1","137","27.75","567585370","-628852093","8.594",,
"1081801232","1112.88","18.600000000000023","13","1","137","27.75","567584631","-628852192","6.671",,
"1081801233","1118.97","18.799999999999955","13","1","137","27.75","567583986","-628852278","5.99",,
"1081801234","1124.19","19.0","13","1","137","27.75","567583410","-628852384","5.71",,
"1081801235","1129.64","19.200000000000045","13","1","137","27.75","567582824","-628852477","5.524",,
"1081801236","1135.28","19.399999999999977","13","96","96","27.75","567582200","-628852538","5.906",,
"1081801237","1141.49","19.399999999999977","13","96","96","27.75","567581538","-628852601","6.112",,
"1081801238","1147.74","19.399999999999977","13","97","97","27.75","567580869","-628852660","6.233",,
"1081801239","1154.56","19.399999999999977","13","99","99","27.75","567580145","-628852836","6.858",,
"1081801240","1161.64","19.399999999999977","12","103","103","27.75","567579399","-628853107","7.241",,
"1081801241","1169.07","19.200000000000045","12","105","105","27.75","567578666","-628853409","6.97",,
"1081801242","1175.57","19.200000000000045","12","106","106","27.75","567577983","-628853650","6.783",,
"1081801243","1181.96","19.200000000000045","12","107","107","27.75","567577297","-628853907","6.783",,
"1081801244","1188.18","19.200000000000045","12","109","109","27.75","567576666","-628854251","6.224",,
"1081801245","1194.01","19.399999999999977","12","103","103","27.75","567576108","-628854682","5.57",,
"1081801246","1199.58","19.399999999999977","12","104","104","27.75","567575596","-628855115","5.039",,
"1081801247","1204.31","19.399999999999977","12","106","106","27.75","567575139","-628855365","4.488",,
"1081801248","1208.7","19.799999999999955","12","107","107","27.75","567574717","-628855667","4.432",,
"1081801249","1212.63","20.399999999999977","12","108","108","27.75","567574297","-628855958","4.6",,
"1081801250","1217.78","20.799999999999955","12","109","109","27.75","567573829","-628856331","4.619",,
"1081801251","1222.28","21.200000000000045","12","110","110","27.75","567573423","-628856686","4.423",,
"1081801252","1226.37","21.799999999999955","12","111","111","23.82","567573036","-628857016","4.339",,
"1081801253","1230.49","22.200000000000045","12","112","112","23.82","567572651","-628857344","4.189",,
"1081801254","1234.42","22.600000000000023","12","112","112","23.82","567572293","-628857680","4.078",,
"1081801255","1238.43","23.200000000000045","12","114","114","23.82","567571919","-628858020","4.003",,
"1081801256","1242.61","23.600000000000023","12","115","115","23.82","567571521","-628858301","3.891",,
"1081801257","1246.15","24.0","12","116","116","23.75","567571172","-628858537","3.611",,
"1081801258","1250.22","24.399999999999977","12","118","118","23.75","567570800","-628858802","3.732",,
"1081801259","1253.79","25.0","12","119","119","23.75","567570473","-628859046","3.695",,
"1081801260","1257.22","25.600000000000023","12","119","119","23.75","567570138","-628859303","4.022",,
"1081801261","1260.73","25.799999999999955","12","121","121","23.75","567569763","-628859590","4.255",,
"1081801262","1265.6","26.399999999999977","12","122","122","23.71","567569300","-628859809","4.012",,
"1081801263","1269.7","26.600000000000023","12","123","123","23.71","567568879","-628860043","4.106",,
"1081801264","1273.74","26.799999999999955","12","124","124","23.71","567568458","-628860224","4.124",,
"1081801265","1277.81","27.0","12","125","125","23.71","567568047","-628860370","3.919",,
"1081801266","1281.41","27.399999999999977","12","127","127","23.71","567567662","-628860407","3.76",,
"1081801267","1285.06","27.600000000000023","12","128","128","23.68","567567278","-628860380","3.751",,
"1081801268","1288.59","28.0","12","129","129","23.68","567566907","-628860357","3.667",,
"1081801269","1291.87","28.399999999999977","12","130","130","23.68","567566564","-628860294","3.63",,
"1081801270","1294.84","28.600000000000023","12","131","131","23.68","567566210","-628860242","3.826",,
"1081801271","1298.23","29.200000000000045","11","132","132","23.68","567565851","-628860108","3.564",,
"1081801272","1301.97","29.600000000000023","11","133","133","23.68","567565475","-628859954","3.518",,
"1081801273","1305.42","30.200000000000045","11","134","134","23.66","567565103","-628859829","3.592",,
"1081801274","1308.86","30.399999999999977","11","135","135","23.66","567564751","-628859636","3.359",,
"1081801275","1312.65","30.799999999999955","11","136","136","23.66","567564366","-628859446","3.508",,
"1081801276","1316.55","31.600000000000023","11","136","136","23.66","567563988","-628859249","3.592",,
"1081801277","1320.09","32.0","11","137","137","25.22","567563619","-628859063","3.742",,
"1081801278","1323.94","32.39999999999998","11","138","138","25.22","567563240","-628858876","3.816",,
"1081801279","1327.98","32.60000000000002","11","138","138","25.22","567562839","-628858661","4.208",,
"1081801280","1331.87","33.0","11","138","138","25.22","567562460","-628858386","4.255",,
"1081801281","1335.92","33.39999999999998","11","139","139","25.22","567562066","-628858076","4.32",,
"1081801282","1340.36","33.39999999999998","11","139","139","25.22","567561637","-628857794","4.348",,
"1081801283","1344.67","33.799999999999955","11","140","140","26.26","567561217","-628857549","4.423",,
"1081801284","1348.64","33.799999999999955","11","140","140","26.26","567560808","-628857300","4.507",,
"1081801285","1353.03","34.200000000000045","11","140","140","26.26","567560379","-628857013","4.488",,
"1081801286","1357.17","34.60000000000002","11","140","140","26.26","567559931","-628856768","4.553",,
"1081801287","1362.26","34.60000000000002","11","141","141","26.26","567559429","-628856525","4.609",,
"1081801288","1367.25","34.799999999999955","11","141","141","26.17","567558944","-628856274","4.703",,
"1081801289","1371.77","35.0","11","140","140","26.17","567558481","-628856015","4.833",,
"1081801290","1376.6","35.39999999999998","11","140","140","26.17","567557998","-628855764","4.796",,
"1081801291","1381.47","35.39999999999998","11","140","140","26.17","567557518","-628855479","4.833",,
"1081801292","1386.44","35.60000000000002","11","140","140","28.47","567557035","-628855244","4.852",,
"1081801293","1390.48","35.60000000000002","11","140","140","28.47","567556599","-628855002","4.787",,
"1081801294","1395.09","35.799999999999955","11","140","140","28.47","567556123","-628854741","4.74",,
"1081801295","1399.86","36.0","11","139","139","28.47","567555629","-628854476","4.721",,
"1081801296","1405.13","36.0","11","139","139","28.47","567555117","-628854180","4.665",,
"1081801297","1410.18","36.200000000000045","11","139","139","28.47","567554621","-628853931","4.712",,
"1081801298","1414.84","36.39999999999998","11","139","139","26.85","567554159","-628853626","4.843",,
"1081801299","1419.9","36.60000000000002","11","139","139","26.85","567553684","-628853304","4.917",,
"1081801300","1424.59","36.799999999999955","11","139","139","26.85","567553234","-628853008","4.927",,
"1081801301","1428.86","37.0","11","138","138","26.85","567552787","-628852751","4.973",,
"1081801302","1433.33","37.200000000000045","10","138","138","25.77","567552313","-628852475","4.992",,
"1081801303","1438.49","37.39999999999998","10","138","138","25.77","567551800","-628852176","4.936",,
"1081801304","1443.73","37.60000000000002","10","138","138","25.77","567551288","-628851913","4.889",,
"1081801305","1448.57","37.60000000000002","10","138","138","25.77","567550803","-628851626","4.899",,
"1081801306","1453.53","37.799999999999955","10","138","138","25.77","567550316","-628851330","4.889",,
"1081801307","1458.33","38.0","10","138","138","25.77","567549843","-628851025","4.852",,
"1081801308","1462.94","38.200000000000045","10","138","138","25.45","567549370","-628850762","4.675",,
"1081801309","1467.41","38.39999999999998","10","138","138","25.45","567548891","-628850497","4.6",,
"1081801310","1472.58","38.60000000000002","10","138","138","25.45","567548372","-628850241","4.581",,
"1081801311","1477.73","39.0","10","138","138","25.45","567547876","-628849975","4.516",,
"1081801312","1482.39","39.200000000000045","10","138","138","25.45","567547413","-628849777","4.497",,
"1081801313","1486.71","39.39999999999998","10","138","138","24.45","567546986","-628849498","4.423",,
"1081801314","1491.16","39.799999999999955","10","138","138","24.45","567546569","-628849211","4.413",,
"1081801315","1494.89","40.0","10","138","138","24.45","567546171","-628848988","4.404",,
"1081801316","1499.24","40.39999999999998","10","138","138","24.45","567545734","-628848729","4.339",,
"1081801317","1503.79","40.39999999999998","10","138","138","24.45","567545296","-628848431","4.32",,
"1081801318","1508.47","41.0","10","138","138","24.45","567544864","-628848136","4.32",,
"1081801319","1512.27","41.0","10","138","138","24.45","567544461","-628847924","4.348",,
"1081801320","1516.3","41.39999999999998","10","138","138","24.45","567544034","-628847714","4.339",,
"1081801321","1520.65","41.60000000000002","10","138","138","24.45","567543571","-628847486","4.441",,
"1081801322","1525.84","42.0","10","138","138","24.45","567543079","-628847226","4.404",,
"1081801323","1530.36","42.200000000000045","10","138","138","24.45","567542638","-628846988","4.357",,
"1081801324","1534.64","42.39999999999998","10","138","138","24.45","567542243","-628846718","4.199",,
"1081801325","1537.98","42.60000000000002","10","138","138","24.45","567541862","-628846580","4.161",,
"1081801326","1542.02","42.799999999999955","10","138","138","24.45","567541440","-628846446","4.199",,
"1081801327","1546.03","43.200000000000045","10","138","138","26.53","567541022","-628846288","4.199",,
"1081801328","1550.64","43.39999999999998","10","138","138","26.53","567540596","-628846053","4.227",,
"1081801329","1554.66","43.60000000000002","10","138","138","26.53","567540210","-628845808","4.348",,
"1081801330","1558.05","44.0","10","139","139","26.53","567539833","-628845589","4.432",,
"1081801331","1561.84","44.39999999999998","10","138","138","26.53","567539402","-628845374","4.441",,
"1081801332","1566.88","44.39999999999998","10","138","138","26.53","567538895","-628845234","4.479",,
"1081801333","1571.3","44.39999999999998","10","138","138","26.74","567538413","-628845039","4.572",,
"1081801334","1576.88","44.799999999999955","10","138","138","26.74","567537896","-628844751","4.637",,
"1081801335","1581.87","45.0","10","138","138","26.74","567537411","-628844489","4.768",,
"1081801336","1586.29","45.200000000000045","10","137","137","26.74","567536945","-628844277","4.871",,
"1081801337","1591.05","45.39999999999998","9","137","137","25.7","567536435","-628844103","4.992",,
"1081801338","1595.78","45.799999999999955","9","137","137","25.7","567535897","-628843933","5.197",,
"1081801339","1601.88","45.799999999999955","9","136","136","25.7","567535295","-628843695","5.3",,
"1081801340","1607.59","46.0","9","136","136","25.7","567534732","-628843444","5.337",,
"1081801341","1613.2","46.0","9","136","136","25.7","567534186","-628843131","5.402",,
"1081801342","1618.42","46.200000000000045","9","136","136","25.7","567533678","-628842816","5.458",,
"1081801343","1623.57","46.39999999999998","9","136","136","24.61","567533140","-628842640","5.449",,
"1081801344","1628.72","46.39999999999998","9","135","135","24.61","567532611","-628842452","5.524",,
"1081801345","1633.49","46.60000000000002","9","135","135","24.61","567532093","-628842257","5.664",,
"1081801346","1639.06","46.60000000000002","9","135","135","24.61","567531536","-628841954","5.71",,
"1081801347","1644.71","46.799999999999955","9","135","135","24.61","567530966","-628841691","5.757",,
"1081801348","1650.02","46.799999999999955","9","134","134","24.28","567530408","-628841445","5.813",,
"1081801349","1655.6","46.799999999999955","9","134","134","24.28","567529813","-628841180","5.944",,
"1081801350","1661.86","47.0","9","133","133","24.28","567529189","-628840933","5.878",,
"1081801351","1667.68","47.0","9","133","133","24.28","567528609","-628840637","5.822",,
"1081801352","1673.56","47.0","9","132","132","24.28","567528042","-628840311","5.822",,
"1081801353","1678.46","47.0","9","132","132","24.06","567527526","-628840034","5.664",,
"1081801354","1683.16","47.0","9","131","131","24.06","567526988","-628839815","5.44",,
"1081801355","1688.65","47.0","9","130","130","24.06","567526386","-628839767","5.188",,
"1081801356","1694.18","47.0","9","129","129","24.06","567525791","-628839782","4.927",,
"1081801357","1700.11","47.0","9","128","128","24.06","567525181","-628839761","4.992",,
"1081801358","1705.12","47.0","9","127","127","23.52","567524638","-628839702","4.824",,
"1081801359","1709.8","47.200000000000045","9","127","127","23.52","567524146","-628839656","4.245",,
"1081801360","1713.95","47.200000000000045","9","126","126","23.52","567523699","-628839641","3.732",,
"1081801361","1717.82","47.200000000000045","9","124","124","23.52","567523296","-628839577","3.294",,
"1081801362","1721.54","47.200000000000045","9","123","123","23.52","567522913","-628839521","3.256",,
"1081801363","1725.52","47.200000000000045","9","122","122","23.55","567522470","-628839490","4.059",,
"1081801364","1730.04","47.60000000000002","9","122","122","23.55","567521973","-628839374","4.647",,
"1081801365","1735.08","47.799999999999955","9","121","121","23.55","567521484","-628839045","4.899",,
"1081801366","1739.74","47.799999999999955","9","121","121","23.55","567521072","-628838581","4.749",,
"1081801367","1744.81","48.0","9","121","121","23.55","567520686","-628838047","4.385",,
"1081801368","1749.21","48.0","9","121","121","25.54","567520356","-628837590","3.714",,
"1081801369","1751.87","48.200000000000045","9","120","120","25.54","567520149","-628837331","2.314",,
"1081801370","1753.74","48.39999999999998","9","120","120","25.54","567519976","-628837147","1.922",,
"1081801371","1755.49","48.39999999999998","9","120","120","25.54","567519812","-628837001","1.652",,
"1081801372","1757.36","48.39999999999998","9","119","119","26.48","567519639","-628836867","1.661",,
"1081801373","1758.2","48.39999999999998","9","118","118","26.48","567519513","-628836884","1.194",,
"1081801374","1759.44","48.39999999999998","9","116","116","26.48","567519387","-628836927","0.756",,
"1081801375","1759.93","48.39999999999998","9","115","115","26.48","567519325","-628836932","0.392",,
"1081801376","1760.08","48.39999999999998","8","112","112","26.48","567519292","-628836973","0.0",,
"1081801389","1760.08","48.39999999999998","8","91","91","23.94","567518915","-628836433","2.127",,
"1081801390","1762.95","48.39999999999998","8","90","90","23.94","567518663","-628836118","2.883",,
"1081801391","1767.41","48.39999999999998","8","90","90","23.94","567518386","-628835627","3.611",,
"1081801392","1771.5","48.39999999999998","8","90","90","22.26","567518156","-628835004","4.525",,
"1081801393","1777.23","48.39999999999998","8","90","90","22.26","567517846","-628834227","5.048",,
"1081801394","1783.54","48.39999999999998","8","91","91","22.26","567517520","-628833449","5.235",,
"1081801395","1789.06","48.39999999999998","8","92","92","22.26","567517194","-628832749","5.794",,
"1081801396","1794.03","48.39999999999998","8","93","93","22.26","567516880","-628832079","6.168",,
"1081801397","1800.04","48.39999999999998","8","97","97","22.26","567516560","-628831262","6.336",,
"1081801398","1805.89","48.39999999999998","8","100","100","21.93","567516176","-628830476","6.345",,
"1081801399","1811.97","48.60000000000002","8","102","102","21.93","567515626","-628829887","6.448",,
"1081801400","1817.92","48.60000000000002","8","103","103","21.93","567514961","-628829664","6.737",,
"1081801401","1824.84","48.60000000000002","8","106","106","21.93","567514232","-628829892","6.933",,
"1081801402","1831.7","48.799999999999955","8","106","106","21.93","567513549","-628830343","7.091",,
"1081801403","1839.28","48.799999999999955","8","107","107","21.7","567512824","-628830921","7.409",,
"1081801404","1847.39","48.799999999999955","8","107","107","21.7","567512068","-628831505","7.595",,
"1081801405","1855.13","48.799999999999955","8","108","108","21.7","567511342","-628832065","7.595",,
"1081801406","1862.77","48.799999999999955","8","108","108","21.7","567510631","-628832616","7.623",,
"1081801407","1869.88","48.799999999999955","8","110","110","20.77","567509939","-628833122","7.726",,
"1081801408","1877.27","48.799999999999955","8","110","110","20.77","567509235","-628833704","7.763",,
