record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],record.enhanced_respiration_rate[Breaths/min],
"1083157352","172.65","46.0","105","20","105","567671843","-628895295","5.626","13.54",,
"1083157353","178.47","46.0","106","20","106","567672256","-628894611","5.598","13.54",,
"1083157354","184.04","46.0","107","20","107","567672643","-628893915","5.682","14.15",,
"1083157355","189.47","46.0","107","20","107","567672831","-628893080","5.71","14.15",,
"1083157356","194.93","46.0","108","19","108","567672588","-628892243","5.841","14.15",,
"1083157357","201.16","46.0","109","19","109","567672080","-628891594","6.186","14.15",,
"1083157358","207.64","46.0","109","19","109","567671513","-628891005","6.476","14.15",,
"1083157359","214.35","46.0","110","19","110","567670922","-628890392","6.849","14.55",,
"1083157360","221.59","45.799999999999955","111","19","111","567670313","-628889684","7.138","14.55",,
"1083157361","229.25","45.799999999999955","111","19","111","567669653","-628888963","7.446","14.55",,
"1083157362","237.18","45.60000000000002","112","19","112","567668972","-628888242","7.688","14.55",,
"1083157363","245.21","45.200000000000045","113","19","113","567668308","-628887518","7.922","14.55",,
"1083157364","252.97","45.0","114","19","114","567667620","-628886768","8.136","15.21",,
"1083157365","260.95","44.60000000000002","115","19","115","567666888","-628886096","8.342","15.21",,
"1083157366","269.2","44.39999999999998","115","19","115","567666117","-628885442","8.444","15.21",,
"1083157367","277.58","44.0","116","19","116","567665328","-628884854","8.538","15.21",,
"1083157368","285.87","43.799999999999955","117","19","117","567664526","-628884313","8.724","15.21",,
"1083157369","293.9","43.39999999999998","118","19","118","567663712","-628883799","8.911","16.83",,
"1083157370","302.53","43.200000000000045","119","19","119","567662841","-628883282","9.023","16.83",,
"1083157371","311.79","42.799999999999955","119","19","119","567661911","-628882776","9.247","16.83",,
"1083157372","320.84","42.60000000000002","120","19","120","567660983","-628882314","9.331","16.83",,
"1083157373","330.31","42.200000000000045","120","19","120","567660024","-628881884","9.377","16.83",,
"1083157374","339.48","42.0","120","18","120","567659061","-628881488","9.499","19.1",,
"1083157375","349.2","41.60000000000002","120","18","120","567658056","-628881055","9.657","19.1",,
"1083157376","358.99","41.39999999999998","121","18","121","567657035","-628880611","9.788","19.1",,
"1083157377","369.6","41.0","121","18","121","567655962","-628880139","9.956","19.1",,
"1083157378","379.86","40.60000000000002","121","18","121","567654925","-628879680","10.058","19.1",,
"1083157379","389.59","40.39999999999998","121","18","121","567653898","-628879229","10.273","19.03",,
"1083157380","400.24","39.799999999999955","121","18","121","567652799","-628878757","10.422","19.03",,
"1083157381","411.0","39.39999999999998","121","18","121","567651702","-628878311","10.366","19.03",,
"1083157382","421.3","39.0","120","18","120","567650648","-628877836","10.31","19.03",,
"1083157383","431.59","38.39999999999998","120","18","120","567649615","-628877283","10.329","19.03",,
"1083157384","441.52","38.200000000000045","120","18","120","567648605","-628876679","10.329","19.77",,
"1083157385","452.12","38.0","120","18","120","567647577","-628876012","10.133","19.77",,
"1083157386","462.09","37.60000000000002","120","18","120","567646638","-628875264","9.853","19.77",,
"1083157387","471.66","37.39999999999998","120","18","120","567645765","-628874467","9.629","19.77",,
"1083157388","481.05","37.200000000000045","119","18","119","567644938","-628873617","9.405","19.77",,
"1083157389","490.22","37.0","119","18","119","567644149","-628872752","9.275","19.77",,
"1083157390","499.09","37.0","119","18","119","567643378","-628871909","9.06","19.77",,
"1083157391","507.92","37.0","119","18","119","567642627","-628871063","8.771","19.77",,
"1083157392","516.33","37.0","119","17","119","567641908","-628870265","8.491","19.77",,
"1083157393","524.62","37.0","119","17","119","567641193","-628869473","8.342","19.77",,
"1083157394","532.99","37.0","119","17","119","567640493","-628868689","8.202","19.77",,
"1083157395","540.55","37.0","119","17","119","567639840","-628867957","8.08","19.77",,
"1083157396","548.07","37.200000000000045","119","17","119","567639200","-628867211","7.838","19.77",,
"1083157397","555.58","37.39999999999998","119","17","119","567638560","-628866472","7.707","19.77",,
"1083157398","563.23","37.39999999999998","120","17","120","567637920","-628865736","7.586","20.27",,
"1083157399","570.61","37.60000000000002","120","17","120","567637289","-628865017","7.595","20.27",,
"1083157400","577.95","37.60000000000002","120","17","120","567636642","-628864317","7.493","20.27",,
"1083157401","585.54","37.60000000000002","120","17","120","567635986","-628863605","7.437","20.27",,
"1083157402","592.98","37.799999999999955","120","17","120","567635339","-628862927","7.297","20.27",,
"1083157403","600.31","37.799999999999955","120","17","120","567634692","-628862296","7.194","20.27",,
"1083157404","606.98","37.799999999999955","120","17","120","567634045","-628861757","7.166","19.81",,
"1083157405","614.63","38.0","120","17","120","567633317","-628861228","7.129","19.81",,
"1083157406","621.95","38.0","121","17","121","567632606","-628860743","7.119","19.81",,
"1083157407","629.02","38.200000000000045","121","17","121","567631894","-628860311","7.045","19.81",,
"1083157408","636.64","38.200000000000045","121","17","121","567631149","-628859895","7.073","19.81",,
"1083157409","643.66","38.200000000000045","121","17","121","567630443","-628859518","7.035","19.51",,
"1083157410","650.67","38.200000000000045","121","17","121","567629731","-628859170","7.026","19.51",,
"1083157411","657.63","38.39999999999998","122","17","122","567629018","-628858824","7.166","19.51",,
"1083157412","664.9","38.60000000000002","122","17","122","567628273","-628858456","7.455","19.51",,
"1083157413","672.47","38.60000000000002","122","17","122","567627511","-628858055","7.633","19.51",,
"1083157414","680.26","38.60000000000002","122","16","122","567626737","-628857603","7.828","20.48",,
"1083157415","687.96","38.60000000000002","122","16","122","567625949","-628857189","7.987","20.48",,
"1083157416","696.15","38.60000000000002","122","16","122","567625124","-628856774","8.118","20.48",,
"1083157417","704.17","38.60000000000002","122","16","122","567624294","-628856380","8.286","20.48",,
"1083157418","712.73","38.60000000000002","122","16","122","567623422","-628855957","8.5","20.48",,
"1083157419","721.51","38.39999999999998","122","16","122","567622523","-628855521","8.762","22.32",,
"1083157420","730.82","38.39999999999998","122","16","122","567621573","-628855089","9.153","22.32",,
"1083157421","740.3","38.200000000000045","122","16","122","567620594","-628854668","9.564","22.32",,
"1083157422","750.29","38.0","122","16","122","567619561","-628854228","10.049","22.32",,
"1083157423","760.75","37.60000000000002","122","16","122","567618476","-628853775","10.45","22.32",,
"1083157424","771.88","37.200000000000045","122","16","122","567617326","-628853346","10.936","23.54",,
"1083157425","783.24","36.60000000000002","121","16","121","567616132","-628852974","11.477","23.54",,
"1083157426","795.35","36.200000000000045","121","16","121","567614846","-628852687","12.195","23.54",,
"1083157427","808.15","35.200000000000045","121","16","121","567613486","-628852527","12.904","23.54",,
"1083157428","821.46","34.39999999999998","124","16","124","567612063","-628852424","13.567","23.54",,
"1083157429","835.32","33.200000000000045","124","16","124","567610572","-628852304","14.22","23.54",,
"1083157430","849.96","32.0","124","16","124","567609014","-628852198","14.808","23.54",,
"1083157431","864.8","30.600000000000023","124","16","124","567607407","-628852113","15.405","23.54",,
"1083157432","880.19","29.200000000000045","129","16","129","567605748","-628851994","15.685","24.35",,
"1083157433","896.0","27.399999999999977","129","16","129","567604056","-628851878","15.666","24.35",,
"1083157434","912.01","25.799999999999955","129","16","129","567602343","-628851780","15.797","24.35",,
"1083157435","927.78","24.0","129","16","129","567600651","-628851659","15.676","24.5",,
"1083157436","943.35","22.600000000000023","129","16","129","567598988","-628851560","15.349","24.5",,
"1083157437","958.46","21.600000000000023","129","16","129","567597379","-628851456","14.854","24.5",,
"1083157438","972.97","20.200000000000045","129","16","129","567595836","-628851339","14.379","24.5",,
"1083157439","986.53","19.200000000000045","129","16","129","567594370","-628851257","13.865","24.5",,
"1083157440","1000.31","18.600000000000023","129","16","129","567592917","-628851268","13.511","24.5",,
"1083157441","1012.82","18.200000000000045","129","15","129","567591570","-628851335","13.054","24.5",,
"1083157442","1024.89","18.0","129","15","129","567590261","-628851423","12.652","24.5",,
"1083157443","1036.86","18.0","129","15","129","567588971","-628851558","12.167","24.5",,
"1083157444","1048.74","18.0","116","15","116","567587700","-628851708","11.822","24.5",,
"1083157445","1060.45","18.0","126","15","126","567586458","-628851862","11.505","29.11",,
"1083157446","1071.35","18.0","117","15","117","567585270","-628851996","11.271","29.11",,
"1083157447","1082.62","18.0","116","15","116","567584070","-628852130","10.982","29.11",,
"1083157448","1093.53","18.0","116","15","116","567582912","-628852249","10.684","29.11",,
"1083157449","1103.86","18.0","116","15","116","567581804","-628852393","10.422","29.11",,
"1083157450","1114.06","18.0","116","15","116","567580713","-628852539","10.124","29.11",,
"1083157451","1123.99","18.0","117","15","117","567579656","-628852811","9.937","29.11",,
"1083157452","1133.91","18.200000000000045","116","15","116","567578640","-628853197","9.62","29.11",,
"1083157453","1142.98","18.399999999999977","116","15","116","567577697","-628853619","9.368","29.11",,
"1083157454","1151.91","18.399999999999977","116","15","116","567576803","-628854122","8.864","29.11",,
"1083157455","1159.94","18.600000000000023","117","15","117","567576031","-628854694","7.996","28.85",,
"1083157456","1167.27","18.600000000000023","117","15","117","567575349","-628855244","7.091","28.85",,
"1083157457","1173.67","18.799999999999955","117","15","117","567574755","-628855729","6.326","28.85",,
"1083157458","1179.05","19.200000000000045","118","15","118","567574247","-628856134","5.626","28.85",,
"1083157459","1183.78","19.799999999999955","118","15","118","567573788","-628856486","4.964","28.85",,
"1083157460","1188.44","20.600000000000023","119","15","119","567573338","-628856823","4.591","27.11",,
"1083157461","1192.7","21.200000000000045","119","15","119","567572927","-628857134","4.227","27.11",,
"1083157462","1196.95","21.799999999999955","120","15","120","567572505","-628857423","4.227","27.11",,
"1083157463","1201.15","22.399999999999977","120","15","120","567572133","-628857764","3.891","27.11",,
"1083157464","1204.92","23.0","120","15","120","567571786","-628858061","3.77","27.11",,
"1083157465","1208.5","23.399999999999977","121","14","121","567571439","-628858335","3.835","25.95",,
"1083157466","1212.27","23.799999999999955","122","14","122","567571083","-628858622","3.835","25.95",,
"1083157467","1216.22","24.399999999999977","123","14","123","567570703","-628858861","3.854","25.95",,
"1083157468","1219.81","24.799999999999955","124","14","124","567570342","-628859121","3.928","25.95",,
"1083157469","1223.99","25.200000000000045","125","14","125","567569934","-628859400","4.04","25.95",,
"1083157470","1228.06","25.600000000000023","126","14","126","567569531","-628859670","3.984","25.17",,
"1083157471","1232.24","26.0","126","14","126","567569113","-628859902","3.91","25.17",,
"1083157472","1236.32","26.200000000000045","128","14","128","567568702","-628860084","3.788","25.17",,
"1083157473","1240.29","26.600000000000023","129","14","129","567568306","-628860216","3.704","25.17",,
"1083157474","1243.45","26.799999999999955","130","14","130","567567946","-628860287","3.686","25.17",,
"1083157475","1247.32","27.200000000000045","131","14","131","567567534","-628860309","3.648","24.65",,
"1083157476","1251.14","27.399999999999977","132","14","132","567567124","-628860313","3.658","24.65",,
"1083157477","1254.85","27.799999999999955","133","14","133","567566730","-628860298","3.62","24.65",,
"1083157478","1258.08","28.200000000000045","133","14","133","567566369","-628860234","3.602","24.65",,
"1083157479","1260.99","28.399999999999977","135","14","135","567566074","-628860126","2.762","24.65",,
"1083157480","1264.42","28.799999999999955","136","14","136","567565719","-628860049","3.21","25.88",,
"1083157481","1267.41","29.200000000000045","137","14","137","567565365","-628859995","3.452","25.88",,
"1083157482","1271.33","29.399999999999977","137","14","137","567564964","-628859834","3.443","25.88",,
"1083157483","1275.16","29.799999999999955","138","14","138","567564582","-628859684","3.368","25.88",,
"1083157484","1278.53","30.0","139","14","139","567564243","-628859501","3.322","25.88",,
"1083157485","1281.93","30.399999999999977","139","14","139","567563891","-628859299","3.471","25.92",,
"1083157486","1285.93","30.799999999999955","140","14","140","567563501","-628859092","3.62","25.92",,
"1083157487","1289.41","31.200000000000045","141","14","141","567563157","-628858866","3.63","25.92",,
"1083157488","1293.34","31.600000000000023","141","14","141","567562774","-628858630","3.863","25.92",,
"1083157489","1297.19","31.799999999999955","142","14","142","567562402","-628858370","4.05","25.92",,
"1083157490","1301.28","32.200000000000045","142","14","142","567561992","-628858121","4.367","25.94",,
"1083157491","1305.42","32.60000000000002","143","14","143","567561579","-628857900","4.255","25.94",,
"1083157492","1309.64","32.60000000000002","143","14","143","567561173","-628857637","4.32","25.94",,
"1083157493","1313.6","32.799999999999955","143","14","143","567560769","-628857414","4.423","25.94",,
"1083157494","1317.75","33.0","143","14","143","567560346","-628857197","4.46","25.94",,
"1083157495","1322.01","33.200000000000045","143","14","143","567559913","-628856946","4.497","29.1",,
"1083157496","1326.62","33.39999999999998","143","14","143","567559461","-628856653","4.544","29.1",,
"1083157497","1331.18","33.60000000000002","143","14","143","567559003","-628856371","4.647","29.1",,
"1083157498","1335.95","33.799999999999955","143","14","143","567558526","-628856111","4.619","29.1",,
"1083157499","1340.53","34.200000000000045","143","14","143","567558055","-628855874","4.572","29.1",,
"1083157500","1345.31","34.200000000000045","143","14","143","567557587","-628855642","4.488","31.21",,
"1083157501","1349.67","34.39999999999998","142","14","142","567557148","-628855408","4.525","31.21",,
"1083157502","1353.89","34.60000000000002","142","14","142","567556718","-628855196","4.479","31.21",,
"1083157503","1358.0","34.799999999999955","142","14","142","567556296","-628854969","4.395","31.21",,
"1083157504","1362.26","34.799999999999955","142","14","142","567555859","-628854747","4.329","31.21",,
"1083157505","1366.63","35.0","142","14","142","567555419","-628854532","4.255","31.21",,
"1083157506","1370.95","35.200000000000045","142","14","142","567554992","-628854285","4.255","31.21",,
"1083157507","1375.2","35.39999999999998","143","14","143","567554577","-628854053","4.273","31.21",,
"1083157508","1379.11","35.60000000000002","143","14","143","567554173","-628853817","4.46","31.21",,
"1083157509","1383.41","36.200000000000045","143","14","143","567553735","-628853567","4.507","31.21",,
"1083157510","1388.07","36.39999999999998","143","14","143","567553274","-628853334","4.535","31.44",,
"1083157511","1392.43","36.60000000000002","143","14","143","567552836","-628853091","4.553","31.44",,
"1083157512","1396.66","36.60000000000002","143","14","143","567552396","-628852855","4.572","31.44",,
"1083157513","1401.31","36.60000000000002","143","14","143","567551914","-628852592","4.665","31.44",,
"1083157514","1406.37","36.799999999999955","143","13","143","567551409","-628852323","4.637","31.44",,
"1083157515","1411.31","37.0","143","13","143","567550930","-628852023","4.609","30.8",,
"1083157516","1416.02","37.200000000000045","143","13","143","567550482","-628851704","4.572","30.8",,
"1083157517","1420.69","37.200000000000045","143","13","143","567550046","-628851397","4.591","30.8",,
"1083157518","1424.52","37.39999999999998","143","13","143","567549651","-628851155","4.525","30.8",,
"1083157519","1428.75","37.60000000000002","142","13","142","567549230","-628850892","4.357","30.8",,
"1083157520","1432.99","37.799999999999955","142","13","142","567548809","-628850626","4.236","30.8",,
"1083157521","1437.81","38.200000000000045","141","13","141","567548335","-628850330","4.637","30.8",,
"1083157522","1442.34","38.39999999999998","141","13","141","567547888","-628850071","4.591","30.8",,
"1083157523","1446.82","38.799999999999955","141","13","141","567547437","-628849808","4.675","30.8",,
"1083157524","1451.32","39.0","141","13","141","567547000","-628849544","4.507","30.8",,
"1083157525","1455.36","39.200000000000045","140","13","140","567546594","-628849289","4.357","28.41",,
"1083157526","1459.22","39.39999999999998","140","13","140","567546178","-628849106","4.255","28.41",,
"1083157527","1463.81","39.60000000000002","140","13","140","567545741","-628848871","3.966","28.41",,
"1083157528","1467.57","40.0","140","13","140","567545361","-628848642","4.04","28.41",,
"1083157529","1471.34","40.39999999999998","140","13","140","567544982","-628848436","3.947","28.41",,
"1083157530","1474.72","40.60000000000002","140","13","140","567544617","-628848209","3.863","28.78",,
"1083157531","1478.95","41.0","140","13","140","567544179","-628847980","3.826","28.78",,
"1083157532","1483.76","41.200000000000045","140","13","140","567543722","-628847734","3.779","28.78",,
"1083157533","1487.58","41.60000000000002","140","13","140","567543340","-628847518","3.723","28.78",,
"1083157534","1491.2","41.799999999999955","140","13","140","567542954","-628847360","3.695","28.78",,
"1083157535","1495.23","42.0","140","13","140","567542538","-628847195","3.686","28.78",,
"1083157536","1499.33","42.39999999999998","140","13","140","567542141","-628846997","3.574","28.78",,
"1083157537","1502.84","42.60000000000002","140","13","140","567541788","-628846818","3.536","28.78",,
"1083157538","1506.19","42.799999999999955","140","13","140","567541445","-628846629","3.527","28.78",,
"1083157539","1509.84","43.0","140","13","140","567541085","-628846440","3.564","28.78",,
"1083157540","1513.25","43.200000000000045","141","13","141","567540739","-628846276","3.63","28.63",,
"1083157541","1516.63","43.60000000000002","141","13","141","567540389","-628846110","3.723","28.63",,
"1083157542","1520.18","43.799999999999955","141","13","141","567540017","-628845952","3.835","28.63",,
"1083157543","1524.1","44.200000000000045","141","13","141","567539620","-628845741","4.003","28.63",,
"1083157544","1528.31","44.39999999999998","141","13","141","567539197","-628845495","4.133","28.63",,
"1083157545","1532.5","44.60000000000002","141","13","141","567538769","-628845255","4.133","28.63",,
"1083157546","1537.01","44.60000000000002","141","13","141","567538328","-628845004","4.133","28.54",,
"1083157547","1541.13","44.799999999999955","141","13","141","567537912","-628844808","4.115","28.54",,
"1083157548","1545.23","45.0","142","13","142","567537488","-628844621","4.255","28.54",,
"1083157549","1549.72","45.0","142","13","142","567537052","-628844423","4.348","28.54",,
"1083157550","1553.46","45.200000000000045","142","13","142","567536643","-628844274","4.423","28.08",,
"1083157551","1557.67","45.60000000000002","142","13","142","567536197","-628844115","4.497","28.08",,
"1083157552","1562.05","45.60000000000002","143","13","143","567535727","-628843946","4.637","28.08",,
"1083157553","1566.98","45.799999999999955","143","13","143","567535213","-628843755","4.768","28.08",,
"1083157554","1572.04","46.0","143","13","143","567534683","-628843525","4.927","28.08",,
"1083157555","1577.53","46.200000000000045","143","13","143","567534141","-628843258","4.992","28.56",,
"1083157556","1582.8","46.39999999999998","143","13","143","567533622","-628842977","5.048","28.56",,
"1083157557","1588.0","46.39999999999998","143","13","143","567533101","-628842711","5.095","28.56",,
"1083157558","1592.93","46.39999999999998","143","13","143","567532588","-628842490","5.104","28.56",,
"1083157559","1598.1","46.60000000000002","143","13","143","567532055","-628842266","5.216","28.56",,
"1083157560","1603.29","46.60000000000002","143","13","143","567531530","-628842033","5.328","29.67",,
"1083157561","1608.32","46.60000000000002","143","13","143","567531009","-628841795","5.402","29.67",,
"1083157562","1613.61","46.60000000000002","143","13","143","567530463","-628841556","5.458","29.67",,
"1083157563","1618.93","46.60000000000002","143","13","143","567529909","-628841314","5.542","29.67",,
"1083157564","1624.36","46.60000000000002","143","12","143","567529346","-628841060","5.608","29.67",,
"1083157565","1629.95","46.60000000000002","142","12","142","567528760","-628840800","5.673","29.67",,
"1083157566","1635.96","46.60000000000002","142","12","142","567528151","-628840532","5.692","29.67",,
"1083157567","1641.62","46.60000000000002","142","12","142","567527567","-628840313","5.598","29.67",,
"1083157568","1647.24","46.60000000000002","141","12","141","567526992","-628840096","5.533","29.67",,
"1083157569","1652.48","46.60000000000002","141","12","141","567526438","-628839992","5.291","29.67",,
"1083157570","1657.64","46.60000000000002","140","12","140","567525892","-628839924","5.235","29.23",,
"1083157571","1662.48","46.60000000000002","139","12","139","567525353","-628839898","5.356","29.23",,
"1083157572","1667.79","46.799999999999955","138","12","138","567524785","-628839801","5.3","29.23",,
"1083157573","1673.1","46.799999999999955","138","12","138","567524227","-628839666","5.188","29.23",,
"1083157574","1678.12","46.799999999999955","137","12","137","567523680","-628839565","5.132","29.23",,
"1083157575","1683.33","47.0","136","12","136","567523121","-628839495","5.011","30.51",,
"1083157576","1688.75","47.200000000000045","136","12","136","567522548","-628839444","5.076","30.51",,
"1083157577","1693.94","47.39999999999998","135","12","135","567521997","-628839362","5.113","30.51",,
"1083157578","1698.94","47.60000000000002","135","12","135","567521468","-628839200","5.132","30.51",,
"1083157579","1703.83","47.799999999999955","134","12","134","567520951","-628838907","5.244","30.51",,
"1083157580","1709.33","48.0","134","12","134","567520498","-628838369","5.104","30.51",,
"1083157581","1714.16","48.200000000000045","133","12","133","567520135","-628837884","4.525","29.79",,
"1083157582","1717.41","48.39999999999998","133","12","133","567519886","-628837507","3.704","29.79",,
"1083157583","1719.69","48.39999999999998","132","12","132","567519738","-628837207","2.445","29.79",,
"1083157584","1721.3","48.39999999999998","131","12","131","567519624","-628837012","1.456","29.79",,
"1083157585","1722.79","48.39999999999998","131","12","131","567519482","-628836871","1.381","28.12",,
"1083157586","1724.04","48.39999999999998","129","12","129","567519397","-628836717","1.064","28.12",,
"1083157587","1725.25","48.39999999999998","129","12","129","567519291","-628836603","1.082","28.12",,
"1083157588","1726.1","48.39999999999998","127","12","127","567519217","-628836504","0.905","28.12",,
"1083157589","1726.52","48.39999999999998","125","12","125","567519191","-628836449","0.289","28.12",,
"1083157590","1727.0","48.200000000000045","124","12","124","567519149","-628836419","0.0","28.2",,
"1083157596","1727.0","48.200000000000045","116","12","116","567518966","-628835979","1.717","26.67",,
"1083157597","1729.51","48.39999999999998","116","12","116","567518778","-628835735","2.333","26.67",,
"1083157598","1732.84","48.39999999999998","116","12","116","567518544","-628835336","3.686","26.67",,
"1083157599","1736.97","48.200000000000045","116","12","116","567518268","-628834778","4.787","26.67",,
"1083157600","1742.67","48.200000000000045","117","12","117","567517884","-628834095","5.393","26.44",,
"1083157601","1748.42","48.200000000000045","118","12","118","567517550","-628833377","5.393","26.44",,
"1083157602","1754.27","48.200000000000045","119","12","119","567517250","-628832544","6.149","26.44",,
"1083157603","1760.17","48.200000000000045","120","12","120","567516969","-628831727","5.897","26.44",,
"1083157604","1765.63","48.0","121","12","121","567516667","-628830946","5.962","26.44",,
"1083157605","1771.85","48.0","122","12","122","567516204","-628830203","6.0","27.08",,
"1083157606","1778.44","48.0","122","12","122","567515547","-628829792","6.065","27.08",,
"1083157607","1785.22","48.0","123","12","123","567514824","-628829794","6.28","27.08",,
"1083157608","1791.79","48.0","123","12","123","567514154","-628830134","6.438","27.08",,
"1083157609","1798.68","48.0","123","12","123","567513479","-628830576","6.69","27.08",,
"1083157610","1805.97","48.200000000000045","124","12","124","567512763","-628831027","7.101","27.5",,
"1083157611","1813.3","48.200000000000045","124","12","124","567512054","-628831539","7.371","27.5",,
"1083157612","1820.95","48.200000000000045","125","12","125","567511350","-628832116","7.465","27.5",,
"1083157613","1828.1","48.200000000000045","125","12","125","567510671","-628832645","7.465","27.5",,
"1083157614","1835.15","48.200000000000045","125","12","125","567509972","-628833114","7.474","27.5",,
"1083157615","1842.48","48.200000000000045","125","12","125","567509265","-628833644","7.502","26.99",,
"1083157616","1850.06","48.39999999999998","126","12","126","567508545","-628834200","7.493","26.99",,
"1083157617","1857.64","48.39999999999998","126","12","126","567507841","-628834815","7.493","26.99",,
"1083157618","1865.35","48.39999999999998","126","12","126","567507146","-628835474","7.493","26.99",,
"1083157619","1873.0","48.60000000000002","126","12","126","567506462","-628836130","7.455","26.99",,
"1083157620","1880.47","48.799999999999955","126","12","126","567505775","-628836717","7.39","28.62",,
"1083157621","1887.8","48.799999999999955","126","12","126","567505078","-628837214","7.297","28.62",,
"1083157622","1894.67","49.0","126","12","126","567504398","-628837693","7.259","28.62",,
"1083157623","1902.02","49.0","126","12","126","567503694","-628838214","7.25","28.62",,
"1083157624","1909.5","49.0","126","11","126","567502993","-628838757","7.297","28.62",,
"1083157625","1916.74","49.39999999999998","126","11","126","567502297","-628839253","7.315","29.71",,
"1083157626","1923.79","49.60000000000002","126","11","126","567501604","-628839735","7.325","29.71",,
"1083157627","1931.3","49.60000000000002","127","11","127","567500884","-628840274","7.521","29.71",,
"1083157628","1939.07","49.799999999999955","127","11","127","567500129","-628840775","7.698","29.71",,
"1083157629","1946.82","49.799999999999955","127","11","127","567499361","-628841223","7.856","29.71",,
"1083157630","1954.69","49.799999999999955","127","11","127","567498568","-628841671","8.164","29.65",,
"1083157631","1963.03","49.799999999999955","127","11","127","567497710","-628842110","8.668","29.65",,
"1083157632","1971.99","49.799999999999955","127","11","127","567496790","-628842564","9.051","29.65",,
"1083157633","1981.47","49.799999999999955","127","11","127","567495815","-628843018","9.424","29.65",,
"1083157634","1991.54","49.60000000000002","127","11","127","567494787","-628843466","9.741","29.65",,
"1083157635","2001.79","49.0","127","11","127","567493737","-628843928","10.124","29.65",,
"1083157636","2012.23","48.60000000000002","127","11","127","567492672","-628844402","10.394","28.43",,
"1083157637","2022.67","48.0","127","11","127","567491593","-628844884","10.6","28.43",,
"1083157638","2033.29","47.60000000000002","127","11","127","567490498","-628845355","10.712","28.43",,
"1083157639","2043.98","47.200000000000045","128","11","128","567489394","-628845753","10.758","28.43",,
"1083157640","2054.59","46.799999999999955","128","11","128","567488278","-628846027","10.898","28.43",,
"1083157641","2065.31","46.60000000000002","128","11","128","567487123","-628846291","11.169","28.43",,
"1083157642","2076.81","46.0","127","11","127","567485925","-628846709","11.533","28.43",,
