record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],record.enhanced_respiration_rate[Breaths/min],
"1087984362","281.65","31.600000000000023","104","27","104","567641531","-628956520","8.472","20.43",,
"1087984363","290.07","31.799999999999955","104","27","104","567640981","-628957581","8.454","21.49",,
"1087984364","298.54","31.799999999999955","105","27","105","567640435","-628958657","8.51","21.49",,
"1087984365","307.1","32.0","106","27","106","567639891","-628959740","8.51","21.49",,
"1087984366","315.46","32.0","106","27","106","567639343","-628960788","8.482","21.49",,
"1087984367","323.79","32.0","107","27","107","567638786","-628961827","8.51","21.49",,
"1087984368","332.16","32.0","107","27","107","567638231","-628962869","8.482","21.02",,
"1087984369","340.45","32.200000000000045","108","27","108","567637704","-628963942","8.463","21.02",,
"1087984370","348.89","32.0","108","27","108","567637172","-628965024","8.323","21.02",,
"1087984371","357.36","32.200000000000045","108","27","108","567636619","-628966081","8.295","21.02",,
"1087984372","365.65","32.200000000000045","108","27","108","567636065","-628967113","8.36","21.02",,
"1087984373","373.78","32.200000000000045","108","27","108","567635520","-628968120","8.174","22.28",,
"1087984374","381.9","32.200000000000045","108","27","108","567634984","-628969140","8.127","22.28",,
"1087984375","389.99","32.39999999999998","108","27","108","567634471","-628970176","8.052","22.28",,
"1087984376","398.05","32.39999999999998","108","27","108","567633957","-628971203","7.978","22.28",,
"1087984377","406.09","32.39999999999998","108","27","108","567633452","-628972232","7.95","22.28",,
"1087984378","414.02","32.60000000000002","108","27","108","567632933","-628973226","7.912","22.73",,
"1087984379","421.75","32.60000000000002","109","27","109","567632409","-628974186","7.866","22.73",,
"1087984380","429.6","32.60000000000002","109","27","109","567631894","-628975168","7.754","22.73",,
"1087984381","437.31","32.799999999999955","109","26","109","567631390","-628976141","7.67","22.73",,
"1087984382","445.1","33.0","109","26","109","567630856","-628977091","7.688","23.02",,
"1087984383","452.76","33.0","109","26","109","567630315","-628978002","7.614","23.02",,
"1087984384","460.24","33.200000000000045","109","26","109","567629767","-628978865","7.465","23.02",,
"1087984385","467.5","33.39999999999998","109","26","109","567629216","-628979674","7.287","23.02",,
"1087984386","474.5","33.60000000000002","110","26","110","567628674","-628980443","7.101","23.02",,
"1087984387","481.44","33.60000000000002","110","26","110","567628129","-628981185","6.97","23.02",,
"1087984388","488.09","34.0","110","26","110","567627584","-628981859","6.793","24.8",,
"1087984389","494.46","34.200000000000045","110","26","110","567627044","-628982496","6.643","24.8",,
"1087984390","501.05","34.39999999999998","111","26","111","567626477","-628983142","6.699","24.8",,
"1087984391","507.9","34.799999999999955","112","26","112","567625911","-628983821","6.615","24.8",,
"1087984392","514.53","34.799999999999955","112","26","112","567625356","-628984458","6.494","24.8",,
"1087984393","520.43","35.0","113","26","113","567624849","-628985017","6.112","25.98",,
"1087984394","525.86","35.200000000000045","113","26","113","567624370","-628985530","5.664","25.98",,
"1087984395","531.21","35.200000000000045","114","26","114","567623895","-628985998","5.197","25.98",,
"1087984396","535.92","35.39999999999998","114","26","114","567623460","-628986368","4.647","25.98",,
"1087984397","540.04","35.60000000000002","115","26","115","567623112","-628986753","4.05","25.98",,
"1087984398","543.87","35.60000000000002","115","26","115","567622761","-628987088","4.087","25.59",,
"1087984399","547.97","35.799999999999955","115","26","115","567622393","-628987470","4.357","25.59",,
"1087984400","552.74","35.799999999999955","116","26","116","567621982","-628987934","4.843","25.59",,
"1087984401","558.1","35.799999999999955","116","26","116","567621527","-628988466","5.402","25.59",,
"1087984402","563.71","36.0","116","26","116","567621048","-628989001","5.589","25.59",,
"1087984403","569.77","36.0","116","26","116","567620525","-628989566","5.934","25.72",,
"1087984404","576.04","36.200000000000045","116","26","116","567619982","-628990160","6.28","25.72",,
"1087984405","582.54","36.39999999999998","116","26","116","567619425","-628990768","6.382","25.72",,
"1087984406","589.18","36.39999999999998","115","26","115","567618861","-628991389","6.531","25.72",,
"1087984407","595.88","36.39999999999998","115","25","115","567618272","-628992000","6.886","25.72",,
"1087984408","603.03","36.39999999999998","115","25","115","567617666","-628992695","7.353","26.59",,
"1087984409","610.3","36.60000000000002","115","25","115","567617043","-628993378","7.511","26.59",,
"1087984410","617.48","36.60000000000002","116","25","116","567616405","-628994043","7.595","26.59",,
"1087984411","625.09","36.60000000000002","116","25","116","567615739","-628994744","7.66","26.59",,
"1087984412","632.76","36.799999999999955","116","25","116","567615058","-628995452","7.735","26.59",,
"1087984413","640.84","36.799999999999955","117","25","117","567614367","-628996208","7.754","25.6",,
"1087984414","648.68","36.799999999999955","117","25","117","567613681","-628996940","7.735","25.6",,
"1087984415","656.68","36.799999999999955","117","25","117","567612991","-628997673","7.698","25.6",,
"1087984416","664.42","37.0","118","25","118","567612332","-628998409","7.651","25.6",,
"1087984417","671.95","37.0","118","25","118","567611681","-628999101","7.53","25.6",,
"1087984418","679.12","37.0","119","25","119","567611050","-628999758","7.381","24.94",,
"1087984419","686.17","37.200000000000045","119","25","119","567610427","-629000412","7.222","24.94",,
"1087984420","693.37","37.39999999999998","119","25","119","567609801","-629001075","7.063","24.94",,
"1087984421","700.36","37.39999999999998","119","25","119","567609193","-629001695","6.849","24.94",,
"1087984422","706.79","37.60000000000002","119","25","119","567608632","-629002289","6.671","24.94",,
"1087984423","712.96","37.799999999999955","119","25","119","567608094","-629002874","6.438","26.47",,
"1087984424","719.12","38.0","119","25","119","567607559","-629003465","6.28","26.47",,
"1087984425","725.37","38.39999999999998","119","25","119","567607017","-629004026","6.065","26.47",,
"1087984426","731.01","38.60000000000002","119","25","119","567606524","-629004543","5.701","26.47",,
"1087984427","736.74","38.799999999999955","119","25","119","567606019","-629005075","5.804","26.47",,
"1087984428","742.42","39.0","119","25","119","567605528","-629005612","5.71","26.31",,
"1087984429","748.04","39.39999999999998","119","25","119","567605019","-629006102","5.654","26.31",,
"1087984430","753.67","39.60000000000002","118","25","118","567604513","-629006606","5.533","26.31",,
"1087984431","759.44","39.799999999999955","119","25","119","567604004","-629007082","5.318","26.31",,
"1087984432","764.6","40.200000000000045","119","25","119","567603547","-629007515","5.132","26.31",,
"1087984433","769.08","40.39999999999998","119","25","119","567603158","-629007972","5.029","26.99",,
"1087984434","773.74","40.60000000000002","119","25","119","567602733","-629008390","4.805","26.99",,
"1087984435","778.66","41.0","120","25","120","567602280","-629008796","4.703","26.99",,
"1087984436","783.61","41.39999999999998","120","25","120","567601824","-629009192","4.74","26.99",,
"1087984437","788.47","41.799999999999955","121","25","121","567601390","-629009584","4.656","26.99",,
"1087984438","792.75","42.0","122","25","122","567601011","-629009985","4.544","27.44",,
"1087984439","797.35","42.39999999999998","122","25","122","567600625","-629010435","4.516","27.44",,
"1087984440","801.88","42.799999999999955","123","24","123","567600244","-629010886","4.553","27.44",,
"1087984441","806.27","43.0","123","24","123","567599844","-629011254","4.441","27.44",,
"1087984442","810.45","43.39999999999998","124","24","124","567599446","-629011573","4.283","27.44",,
"1087984443","814.88","43.60000000000002","124","24","124","567599052","-629011965","4.348","26.17",,
"1087984444","819.15","43.799999999999955","124","24","124","567598693","-629012394","4.273","26.17",,
"1087984445","823.59","44.0","125","24","125","567598302","-629012793","4.283","26.17",,
"1087984446","827.66","44.39999999999998","125","24","125","567597961","-629013181","3.947","26.17",,
"1087984447","831.27","44.39999999999998","125","24","125","567597654","-629013528","3.62","26.17",,
"1087984448","834.09","44.60000000000002","126","24","126","567597414","-629013814","2.921","24.92",,
"1087984449","836.58","44.799999999999955","126","24","126","567597220","-629014062","2.155","24.92",,
"1087984450","838.71","45.0","126","24","126","567597071","-629014297","2.043","24.92",,
"1087984451","841.09","45.0","126","24","126","567596888","-629014607","2.93","24.92",,
"1087984452","844.71","45.200000000000045","126","24","126","567596588","-629014983","3.686","24.92",,
"1087984453","848.69","45.200000000000045","125","24","125","567596213","-629015326","4.152","26.85",,
"1087984454","853.65","45.200000000000045","125","24","125","567595700","-629015564","4.731","26.85",,
"1087984455","859.04","45.200000000000045","125","24","125","567595115","-629015621","5.225","26.85",,
"1087984456","864.53","45.39999999999998","124","24","124","567594541","-629015433","5.318","26.85",,
"1087984457","870.02","45.39999999999998","124","24","124","567594041","-629014971","5.496","26.85",,
"1087984458","875.48","45.60000000000002","124","24","124","567593571","-629014445","5.561","28.14",,
"1087984459","881.17","45.60000000000002","124","24","124","567593092","-629013891","5.608","28.14",,
"1087984460","886.56","45.60000000000002","123","24","123","567592678","-629013290","5.412","28.14",,
"1087984461","891.9","45.60000000000002","123","24","123","567592293","-629012679","5.095","28.14",,
"1087984462","896.66","45.60000000000002","123","24","123","567591924","-629012165","4.768","28.14",,
"1087984463","900.96","45.60000000000002","122","24","122","567591585","-629011692","4.46","28.21",,
"1087984464","905.18","45.60000000000002","121","24","121","567591285","-629011191","4.217","28.21",,
"1087984465","909.33","45.60000000000002","121","24","121","567591022","-629010661","4.096","28.21",,
"1087984466","913.32","45.60000000000002","120","24","120","567590769","-629010162","3.91","28.21",,
"1087984467","916.75","45.799999999999955","119","24","119","567590545","-629009731","3.602","28.21",,
"1087984468","920.06","45.799999999999955","118","24","118","567590289","-629009355","3.48","26.68",,
"1087984469","923.16","45.799999999999955","117","24","117","567590051","-629008998","3.219","26.68",,
"1087984470","926.21","46.0","116","24","116","567589809","-629008663","3.051","26.68",,
"1087984471","929.07","46.0","115","24","115","567589562","-629008381","2.827","26.68",,
"1087984472","931.99","46.0","114","24","114","567589351","-629008053","2.678","26.68",,
"1087984473","934.67","46.0","114","24","114","567589215","-629007683","2.659","25.66",,
"1087984474","937.09","46.200000000000045","112","24","112","567589048","-629007378","2.566","25.66",,
"1087984475","939.59","46.200000000000045","111","24","111","567588853","-629007101","2.445","25.66",,
"1087984476","942.0","46.200000000000045","109","24","109","567588649","-629006862","2.267","25.66",,
"1087984477","944.27","46.200000000000045","108","24","108","567588459","-629006626","2.109","25.66",,
"1087984478","946.49","46.200000000000045","105","24","105","567588253","-629006452","1.922","24.58",,
"1087984479","948.45","46.200000000000045","103","24","103","567588043","-629006404","1.875","24.58",,
"1087984480","950.26","46.200000000000045","102","24","102","567587873","-629006508","1.736","24.58",,
"1087984481","951.7","46.39999999999998","98","24","98","567587780","-629006725","1.661","24.58",,
"1087984482","953.12","46.39999999999998","96","24","96","567587627","-629006828","1.689","24.58",,
"1087984483","954.91","46.39999999999998","92","24","92","567587427","-629006948","1.885","22.69",,
"1087984484","957.43","46.39999999999998","91","24","91","567587166","-629007021","1.987","22.69",,
"1087984485","959.62","46.39999999999998","89","24","89","567586923","-629006973","2.053","22.69",,
"1087984486","961.65","46.39999999999998","87","24","87","567586750","-629006751","2.006","22.69",,
"1087984487","964.03","46.200000000000045","86","24","86","567586670","-629006399","1.81","22.69",,
"1087984488","966.15","46.200000000000045","84","24","84","567586610","-629006089","1.577","21.03",,
"1087984489","967.61","46.200000000000045","82","24","82","567586666","-629005869","1.362","21.03",,
"1087984490","968.85","46.200000000000045","81","24","81","567586751","-629005710","1.241","21.03",,
"1087984491","970.08","46.200000000000045","80","24","80","567586867","-629005599","1.232","21.03",,
"1087984492","971.22","46.200000000000045","79","24","79","567586980","-629005466","1.232","21.03",,
"1087984493","972.69","46.39999999999998","78","24","78","567587144","-629005435","1.278","20.32",,
"1087984494","973.44","46.39999999999998","77","24","77","567587226","-629005506","1.138","20.32",,
"1087984495","974.72","46.39999999999998","77","24","77","567587320","-629005649","1.176","20.32",,
"1087984496","975.76","46.39999999999998","77","24","77","567587408","-629005760","1.082","20.32",,
"1087984497","976.59","46.60000000000002","76","24","76","567587494","-629005854","0.942","20.32",,
"1087984498","977.5","46.60000000000002","75","24","75","567587527","-629005961","0.448","19.06",,
"1087984499","977.5","46.60000000000002","75","24","75","567587507","-629005963","0.0","19.06",,
"1087984500","977.5","46.60000000000002","74","24","74","567587518","-629005953","0.215","19.06",,
"1087984756","977.5","46.60000000000002","78","22","78","567587602","-629007012","2.053","15.18",,
"1087984757","980.25","46.60000000000002","79","22","79","567587630","-629007437","2.557","15.18",,
"1087984758","983.02","46.60000000000002","81","22","81","567587651","-629007853","2.687","14.84",,
"1087984759","985.31","46.60000000000002","82","22","82","567587672","-629008243","2.883","14.84",,
"1087984760","988.21","46.60000000000002","84","22","84","567587735","-629008689","2.762","14.84",,
"1087984761","991.12","46.60000000000002","85","22","85","567587832","-629009121","2.753","14.84",,
"1087984762","993.85","46.60000000000002","87","22","87","567587946","-629009523","2.743","14.84",,
"1087984763","996.22","46.60000000000002","88","22","88","567587953","-629009922","2.585","15.01",,
"1087984764","998.85","46.60000000000002","89","22","89","567587898","-629010325","2.379","15.01",,
"1087984765","1001.38","46.60000000000002","90","22","90","567587834","-629010711","2.398","15.01",,
"1087984766","1003.71","46.60000000000002","90","22","90","567587799","-629011086","2.37","15.01",,
"1087984767","1005.86","46.60000000000002","90","22","90","567587835","-629011416","2.071","15.01",,
"1087984768","1007.15","46.60000000000002","90","22","90","567587841","-629011613","1.297","14.73",,
"1087984769","1007.45","46.60000000000002","89","22","89","567587816","-629011662","0.411","14.73",,
"1087984770","1007.48","46.60000000000002","89","22","89","567587825","-629011674","0.0","14.73",,
"1087984897","1007.48","46.799999999999955","71","22","71","567588484","-629011192","2.948","11.19",,
"1087984898","1010.99","46.799999999999955","71","22","71","567588854","-629011049","3.527","12.97",,
"1087984899","1015.02","46.799999999999955","72","22","72","567589282","-629010946","3.919","12.97",,
"1087984900","1019.62","46.799999999999955","73","22","73","567589770","-629010898","4.348","12.97",,
"1087984901","1024.27","46.799999999999955","74","22","74","567590252","-629010802","4.404","12.97",,
"1087984902","1028.49","46.799999999999955","75","22","75","567590715","-629010777","4.451","12.97",,
"1087984903","1033.21","46.799999999999955","76","22","76","567591226","-629010917","4.777","13.37",,
"1087984904","1038.27","46.799999999999955","77","22","77","567591738","-629011224","5.029","13.37",,
"1087984905","1043.81","46.799999999999955","79","22","79","567592247","-629011677","5.291","13.37",,
"1087984906","1049.48","46.799999999999955","80","22","80","567592742","-629012210","5.533","13.37",,
"1087984907","1055.62","46.799999999999955","82","22","82","567593213","-629012871","5.804","13.37",,
"1087984908","1061.67","46.799999999999955","82","22","82","567593654","-629013560","6.009","13.24",,
"1087984909","1067.54","46.799999999999955","83","22","83","567594106","-629014232","6.093","13.24",,
"1087984910","1073.75","46.799999999999955","84","22","84","567594710","-629014707","6.28","13.24",,
"1087984911","1079.85","46.799999999999955","84","22","84","567595393","-629014717","6.503","13.24",,
"1087984912","1086.4","46.799999999999955","85","22","85","567596042","-629014290","6.671","13.24",,
"1087984913","1093.38","46.60000000000002","85","22","85","567596644","-629013625","6.942","12.77",,
"1087984914","1100.72","46.60000000000002","86","22","86","567597261","-629012902","7.157","12.77",,
"1087984915","1108.49","46.60000000000002","87","22","87","567597907","-629012153","7.437","12.77",,
"1087984916","1116.03","46.60000000000002","87","22","87","567598557","-629011439","7.614","12.77",,
"1087984917","1123.82","46.60000000000002","89","22","89","567599254","-629010733","7.959","12.77",,
"1087984918","1132.24","46.60000000000002","90","22","90","567599982","-629009956","8.295","12.84",,
"1087984919","1140.86","46.60000000000002","91","22","91","567600735","-629009147","8.771","12.84",,
"1087984920","1150.08","46.60000000000002","93","22","93","567601535","-629008282","9.237","12.84",,
"1087984921","1159.77","46.60000000000002","94","22","94","567602386","-629007390","9.685","12.84",,
"1087984922","1170.03","46.39999999999998","96","22","96","567603289","-629006468","10.124","12.84",,
"1087984923","1180.63","45.799999999999955","97","21","97","567604217","-629005501","10.525","13.68",,
"1087984924","1191.5","45.200000000000045","99","22","99","567605150","-629004464","10.842","13.68",,
"1087984925","1202.54","44.60000000000002","99","21","99","567606126","-629003464","11.038","13.68",,
"1087984926","1213.69","44.200000000000045","100","21","100","567607103","-629002447","11.057","13.68",,
"1087984927","1224.96","43.60000000000002","100","21","100","567608090","-629001412","11.16","13.68",,
"1087984928","1236.17","43.200000000000045","100","21","100","567609078","-629000386","11.085","14.63",,
"1087984929","1247.33","42.60000000000002","100","21","100","567610044","-628999370","10.805","14.63",,
"1087984930","1257.79","42.0","99","21","99","567610954","-628998401","10.46","14.63",,
"1087984931","1268.19","41.60000000000002","99","21","99","567611830","-628997391","10.273","14.63",,
"1087984932","1278.29","41.200000000000045","98","21","98","567612737","-628996493","10.152","14.63",,
"1087984933","1288.11","41.0","97","21","97","567613610","-628995630","9.704","14.48",,
"1087984934","1297.12","40.60000000000002","96","21","96","567614397","-628994793","8.985","14.48",,
"1087984935","1305.77","40.39999999999998","95","21","95","567615140","-628993986","8.398","14.48",,
"1087984936","1313.84","40.200000000000045","94","21","94","567615848","-628993271","7.931","14.48",,
"1087984937","1321.29","39.799999999999955","94","21","94","567616506","-628992562","7.67","14.48",,
"1087984938","1328.93","39.799999999999955","93","21","93","567617152","-628991851","7.371","14.77",,
"1087984939","1335.87","39.799999999999955","92","21","92","567617752","-628991188","7.213","14.77",,
"1087984940","1342.95","39.799999999999955","92","21","92","567618364","-628990518","7.269","14.77",,
"1087984941","1349.96","39.60000000000002","91","21","91","567618959","-628989823","7.287","14.77",,
"1087984942","1357.43","39.60000000000002","91","21","91","567619605","-628989141","7.437","14.77",,
"1087984943","1364.66","39.60000000000002","90","21","90","567620250","-628988468","7.623","14.18",,
"1087984944","1372.42","39.60000000000002","90","21","90","567620935","-628987759","7.726","14.18",,
"1087984945","1380.46","39.60000000000002","90","21","90","567621629","-628987036","7.772","14.18",,
"1087984946","1388.17","39.60000000000002","90","21","90","567622302","-628986325","7.81","14.18",,
"1087984947","1395.94","39.39999999999998","89","21","89","567622978","-628985586","7.922","14.18",,
"1087984948","1403.97","39.39999999999998","89","21","89","567623678","-628984834","8.043","13.78",,
"1087984949","1412.21","39.200000000000045","89","21","89","567624402","-628984081","8.155","13.78",,
"1087984950","1420.61","39.200000000000045","89","21","89","567625132","-628983293","8.314","13.78",,
"1087984951","1429.46","39.0","89","21","89","567625877","-628982455","8.547","13.78",,
"1087984952","1437.76","39.0","88","21","88","567626586","-628981637","8.622","13.78",,
"1087984953","1446.44","39.0","88","21","88","567627298","-628980762","8.631","12.73",,
"1087984954","1455.14","38.799999999999955","87","21","87","567627978","-628979822","8.622","12.73",,
"1087984955","1463.74","38.60000000000002","87","21","87","567628652","-628978881","8.696","12.73",,
"1087984956","1472.53","38.60000000000002","85","21","85","567629320","-628977889","8.818","12.73",,
"1087984957","1481.62","38.200000000000045","84","21","84","567629987","-628976820","9.069","13.21",,
"1087984958","1491.17","38.200000000000045","83","21","83","567630664","-628975702","9.191","13.21",,
"1087984959","1500.59","38.200000000000045","83","21","83","567631297","-628974543","9.247","13.21",,
"1087984960","1509.89","38.0","82","21","82","567631899","-628973364","9.209","13.21",,
"1087984961","1519.17","37.799999999999955","81","21","81","567632496","-628972191","9.163","13.21",,
"1087984962","1528.3","37.60000000000002","81","21","81","567633077","-628971029","9.041","13.21",,
"1087984963","1537.13","37.39999999999998","81","21","81","567633652","-628969908","8.929","13.53",,
"1087984964","1545.9","37.39999999999998","81","21","81","567634225","-628968798","8.808","13.53",,
"1087984965","1554.65","37.39999999999998","81","21","81","567634813","-628967719","8.631","13.53",,
"1087984966","1563.32","37.200000000000045","81","21","81","567635395","-628966648","8.566","13.53",,
"1087984967","1571.91","37.0","81","21","81","567635957","-628965570","8.5","13.53",,
"1087984968","1580.52","36.799999999999955","81","21","81","567636519","-628964493","8.454","14.14",,
"1087984969","1589.06","36.799999999999955","81","21","81","567637078","-628963419","8.482","14.14",,
"1087984970","1597.75","36.799999999999955","81","21","81","567637653","-628962332","8.687","14.14",,
"1087984971","1606.69","36.799999999999955","81","21","81","567638237","-628961199","8.957","14.14",,
"1087984972","1615.78","37.0","82","21","82","567638822","-628960048","9.013","14.14",,
"1087984973","1624.84","37.0","82","21","82","567639408","-628958909","8.911","13.75",,
"1087984974","1633.6","37.0","83","21","83","567639973","-628957795","8.808","13.75",,
"1087984975","1642.41","37.0","84","21","84","567640545","-628956688","8.724","13.75",,
"1087984976","1650.98","37.0","85","21","85","567641116","-628955623","8.584","13.75",,
"1087984977","1659.36","37.0","86","21","86","567641669","-628954579","8.379","13.75",,
"1087984978","1667.44","37.0","87","21","87","567642225","-628953587","8.118","13.89",,
"1087984979","1675.56","37.0","88","21","88","567642764","-628952572","7.959","13.89",,
"1087984980","1683.65","37.200000000000045","89","21","89","567643283","-628951552","7.838","13.89",,
"1087984981","1691.28","37.200000000000045","89","21","89","567643774","-628950589","7.605","13.89",,
"1087984982","1698.76","37.200000000000045","90","21","90","567644248","-628949637","7.437","13.89",,
"1087984983","1705.93","37.39999999999998","89","21","89","567644703","-628948719","7.278","13.99",,
"1087984984","1713.26","37.39999999999998","89","21","89","567645185","-628947788","7.455","13.99",,
"1087984985","1720.64","37.60000000000002","89","21","89","567645671","-628946860","7.446","13.99",,
"1087984986","1728.11","37.60000000000002","89","21","89","567646171","-628945937","7.427","13.99",,
"1087984987","1735.5","37.799999999999955","89","21","89","567646646","-628945009","7.325","13.99",,
"1087984988","1742.76","37.799999999999955","89","21","89","567647111","-628944081","7.278","14.44",,
"1087984989","1750.04","37.799999999999955","89","21","89","567647574","-628943146","7.334","14.44",,
"1087984990","1757.47","38.0","91","20","91","567648048","-628942195","7.483","14.44",,
"1087984991","1764.96","38.0","91","20","91","567648526","-628941235","7.567","14.44",,
"1087984992","1772.74","38.200000000000045","93","20","93","567649024","-628940252","7.623","14.44",,
"1087984993","1780.23","38.200000000000045","96","20","96","567649512","-628939298","7.511","14.35",,
"1087984994","1788.11","38.39999999999998","98","20","98","567650009","-628938314","7.53","14.35",,
"1087984995","1795.34","38.39999999999998","99","20","99","567650487","-628937396","7.511","14.35",,
"1087984996","1802.69","38.60000000000002","101","20","101","567650972","-628936472","7.399","14.35",,
"1087984997","1810.04","38.799999999999955","103","20","103","567651455","-628935551","7.269","14.35",,
"1087984998","1817.32","39.0","104","20","104","567651928","-628934630","7.213","14.69",,
"1087984999","1824.67","39.0","104","20","104","567652408","-628933705","7.259","14.69",,
"1087985000","1831.96","39.0","105","20","105","567652875","-628932767","7.353","14.69",,
"1087985001","1839.48","39.0","105","20","105","567653377","-628931848","7.278","14.69",,
"1087985002","1846.64","39.0","105","20","105","567653850","-628930950","7.231","14.69",,
"1087985003","1854.0","39.39999999999998","105","20","105","567654329","-628930028","7.278","14.51",,
"1087985004","1861.27","39.60000000000002","105","20","105","567654801","-628929113","7.278","14.51",,
"1087985005","1868.37","39.60000000000002","105","20","105","567655253","-628928200","7.259","14.51",,
"1087985006","1875.61","39.799999999999955","105","20","105","567655719","-628927288","7.231","14.51",,
"1087985007","1882.63","39.799999999999955","105","20","105","567656159","-628926373","7.185","14.51",,
"1087985008","1889.94","40.0","105","20","105","567656632","-628925447","7.213","14.79",,
"1087985009","1897.28","40.0","106","20","106","567657112","-628924529","7.185","14.79",,
"1087985010","1904.64","40.0","106","20","106","567657580","-628923596","7.147","14.79",,
"1087985011","1911.82","40.200000000000045","107","20","107","567658038","-628922680","7.147","14.79",,
"1087985012","1918.99","40.200000000000045","108","20","108","567658507","-628921778","7.166","14.79",,
"1087985013","1926.13","40.200000000000045","108","20","108","567658979","-628920878","7.185","14.59",,
"1087985014","1933.46","40.39999999999998","108","20","108","567659444","-628919950","7.147","14.59",,
"1087985015","1940.56","40.60000000000002","109","20","109","567659902","-628919048","7.091","14.59",,
"1087985016","1947.68","40.799999999999955","109","20","109","567660357","-628918142","7.054","14.59",,
"1087985017","1954.82","40.799999999999955","109","20","109","567660821","-628917248","7.063","14.59",,
"1087985018","1961.85","40.799999999999955","109","20","109","567661266","-628916344","7.091","15.24",,
"1087985019","1968.84","41.0","109","20","109","567661745","-628915480","7.138","15.24",,
"1087985020","1975.98","41.0","109","20","109","567662218","-628914586","7.091","15.24",,
"1087985021","1983.3","41.200000000000045","109","20","109","567662682","-628913668","7.054","15.24",,
"1087985022","1990.19","41.200000000000045","109","20","109","567663132","-628912784","7.082","15.24",,
