record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1086172839","140.57","17.399999999999977","122","17","122","14.1","569837618","-629508501","8.715",,
"1086172840","149.57","17.399999999999977","123","17","123","14.91","569836772","-629507767","9.228",,
"1086172841","159.4","17.399999999999977","124","17","124","14.91","569835904","-629506854","9.751",,
"1086172842","170.09","17.399999999999977","124","17","124","14.91","569834994","-629505786","10.6",,
"1086172843","181.85","17.399999999999977","125","17","125","14.91","569834035","-629504588","11.262",,
"1086172844","193.7","17.200000000000045","125","17","125","14.91","569833092","-629503346","11.411",,
"1086172845","205.14","17.0","126","17","126","15.45","569832219","-629502071","11.253",,
"1086172846","216.16","16.600000000000023","126","17","126","15.45","569831453","-629500741","10.889",,
"1086172847","226.69","16.399999999999977","127","17","127","15.45","569830887","-629499294","10.376",,
"1086172848","236.74","15.799999999999955","128","17","128","15.45","569830435","-629497865","9.732",,
"1086172849","245.93","15.600000000000023","129","17","129","15.45","569830039","-629496527","9.181",,
"1086172850","254.73","15.600000000000023","129","17","129","16.2","569829675","-629495246","8.706",,
"1086172851","262.95","15.600000000000023","130","17","130","16.2","569829337","-629494044","8.286",,
"1086172852","270.78","15.600000000000023","131","17","131","16.2","569828980","-629492909","8.024",,
"1086172853","278.57","16.399999999999977","132","17","132","16.2","569828576","-629491820","7.903",,
"1086172854","286.16","16.399999999999977","133","17","133","16.2","569828147","-629490788","7.791",,
"1086172855","293.59","17.200000000000045","135","17","135","16.71","569827672","-629489831","7.539",,
"1086172856","300.76","17.200000000000045","136","17","136","16.71","569827207","-629488936","7.082",,
"1086172857","307.62","17.600000000000023","136","17","136","16.71","569826763","-629488075","6.886",,
"1086172858","314.19","18.0","138","17","138","16.71","569826303","-629487278","6.737",,
"1086172859","320.59","18.200000000000045","138","17","138","16.71","569825858","-629486510","6.476",,
"1086172860","326.86","18.600000000000023","139","17","139","17.44","569825369","-629485825","6.364",,
"1086172861","332.8","18.799999999999955","140","17","140","17.44","569824905","-629485172","6.168",,
"1086172862","338.36","19.399999999999977","141","17","141","17.44","569824435","-629484616","5.804",,
"1086172863","343.72","19.799999999999955","142","17","142","17.44","569823992","-629484070","5.57",,
"1086172864","349.13","20.200000000000045","142","17","142","17.44","569823557","-629483498","5.608",,
"1086172865","354.43","20.399999999999977","143","17","143","17.92","569823108","-629482956","5.645",,
"1086172866","360.07","20.600000000000023","144","17","144","17.92","569822627","-629482423","5.701",,
"1086172867","365.76","21.0","144","17","144","17.92","569822143","-629481883","5.794",,
"1086172868","371.33","21.399999999999977","145","17","145","17.92","569821663","-629481343","5.822",,
"1086172869","377.13","21.799999999999955","145","17","145","17.92","569821156","-629480779","6.065",,
"1086172870","383.17","22.200000000000045","146","17","146","18.25","569820621","-629480205","6.224",,
"1086172871","389.74","22.399999999999977","146","17","146","18.25","569820058","-629479589","6.42",,
"1086172872","396.38","22.600000000000023","146","17","146","18.25","569819492","-629478960","6.578",,
"1086172873","403.31","22.799999999999955","147","17","147","18.25","569818905","-629478324","6.727",,
"1086172874","409.98","23.0","147","17","147","18.25","569818344","-629477663","6.914",,
"1086172875","416.77","23.0","147","17","147","19.25","569817779","-629476968","7.035",,
"1086172876","423.6","23.200000000000045","147","17","147","19.25","569817198","-629476288","7.091",,
"1086172877","430.49","23.200000000000045","148","17","148","19.25","569816604","-629475621","7.063",,
"1086172878","437.22","23.200000000000045","148","17","148","19.25","569815984","-629475028","6.951",,
"1086172879","444.36","23.399999999999977","148","17","148","19.25","569815342","-629474458","6.83",,
"1086172880","450.93","23.399999999999977","148","17","148","19.92","569814739","-629473921","6.587",,
"1086172881","457.34","23.399999999999977","148","17","148","19.92","569814143","-629473399","6.503",,
"1086172882","463.71","23.399999999999977","148","17","148","19.92","569813560","-629472859","6.522",,
"1086172883","470.37","23.399999999999977","148","17","148","19.92","569812939","-629472305","6.849",,
"1086172884","477.56","23.799999999999955","147","17","147","19.92","569812269","-629471715","7.315",,
"1086172885","485.46","23.799999999999955","147","17","147","25.09","569811545","-629471075","7.791",,
"1086172886","493.73","24.0","147","17","147","25.09","569810806","-629470372","8.211",,
"1086172887","502.13","24.0","147","17","147","25.09","569810065","-629469614","8.5",,
"1086172888","510.67","24.0","147","17","147","25.09","569809308","-629468825","8.687",,
"1086172889","519.43","24.0","147","17","147","25.09","569808538","-629467999","8.762",,
"1086172890","528.43","24.0","147","17","147","27.78","569807764","-629467152","8.715",,
"1086172891","537.42","24.0","146","17","146","27.78","569807014","-629466275","8.65",,
"1086172892","546.06","23.799999999999955","146","17","146","27.78","569806304","-629465416","8.454",,
"1086172893","554.26","23.799999999999955","146","17","146","27.78","569805631","-629464599","8.09",,
"1086172894","561.98","23.799999999999955","146","17","146","27.78","569804986","-629463835","7.81",,
"1086172895","569.19","23.799999999999955","145","17","145","28.36","569804395","-629463075","7.474",,
"1086172896","576.25","23.799999999999955","145","17","145","28.36","569803808","-629462368","7.082",,
"1086172897","582.97","24.200000000000045","145","17","145","28.36","569803255","-629461714","6.597",,
"1086172898","589.11","24.399999999999977","145","17","145","28.36","569802747","-629461079","6.364",,
"1086172899","595.11","24.600000000000023","144","17","144","28.36","569802263","-629460437","6.205",,
"1086172900","601.11","25.0","144","17","144","29.54","569801772","-629459813","6.13",,
"1086172901","607.27","25.200000000000045","144","17","144","29.54","569801281","-629459197","6.065",,
"1086172902","613.04","25.799999999999955","144","17","144","29.54","569800821","-629458593","6.028",,
"1086172903","618.63","26.0","144","17","144","29.54","569800354","-629458038","6.056",,
"1086172904","623.86","26.600000000000023","144","17","144","29.54","569799956","-629457418","5.869",,
"1086172905","629.5","26.600000000000023","144","17","144","29.14","569799506","-629456810","5.785",,
"1086172906","635.15","27.200000000000045","144","17","144","29.14","569799042","-629456226","5.785",,
"1086172907","640.85","27.200000000000045","145","17","145","29.14","569798557","-629455677","5.794",,
"1086172908","646.54","27.799999999999955","145","17","145","29.14","569798073","-629455129","5.785",,
"1086172909","652.27","27.799999999999955","145","17","145","29.14","569797592","-629454568","5.748",,
"1086172910","657.78","28.399999999999977","145","17","145","28.48","569797128","-629454015","5.645",,
"1086172911","663.23","28.399999999999977","146","17","146","28.48","569796671","-629453470","5.58",,
"1086172912","668.49","28.799999999999955","146","17","146","28.48","569796224","-629452927","5.505",,
"1086172913","674.1","29.0","147","17","147","28.48","569795759","-629452375","5.477",,
"1086172914","679.51","29.200000000000045","147","17","147","28.48","569795308","-629451833","5.43",,
"1086172915","684.95","29.399999999999977","147","17","147","29.62","569794872","-629451287","5.3",,
"1086172916","689.99","29.799999999999955","147","17","147","29.62","569794460","-629450768","5.253",,
"1086172917","694.96","30.0","148","17","148","29.62","569794056","-629450230","5.244",,
"1086172918","700.09","30.600000000000023","148","17","148","29.62","569793652","-629449658","5.216",,
"1086172919","705.34","30.600000000000023","148","17","148","29.62","569793249","-629449067","5.151",,
"1086172920","710.67","31.200000000000045","149","17","149","29.19","569792853","-629448452","5.16",,
"1086172921","715.93","31.600000000000023","149","17","149","29.19","569792485","-629447820","5.095",,
"1086172922","721.26","32.0","149","17","149","29.19","569792121","-629447186","5.113",,
"1086172923","726.54","32.200000000000045","150","17","150","29.19","569791806","-629446528","5.067",,
"1086172924","731.26","32.60000000000002","150","17","150","29.19","569791516","-629445912","4.955",,
"1086172925","735.61","32.799999999999955","150","17","150","28.91","569791270","-629445309","4.787",,
"1086172926","740.13","33.39999999999998","150","17","150","28.91","569791008","-629444701","4.693",,
"1086172927","744.64","33.799999999999955","151","17","151","28.91","569790752","-629444093","4.609",,
"1086172928","749.15","34.0","151","17","151","28.91","569790512","-629443472","4.619",,
"1086172929","753.65","34.39999999999998","151","17","151","28.91","569790260","-629442857","4.647",,
"1086172930","758.07","35.0","152","17","152","28.72","569790014","-629442249","4.609",,
"1086172931","762.59","35.200000000000045","152","17","152","28.72","569789771","-629441635","4.563",,
"1086172932","767.02","35.60000000000002","152","17","152","28.72","569789522","-629441041","4.544",,
"1086172933","771.18","36.0","152","17","152","28.72","569789284","-629440470","4.469",,
"1086172934","775.28","36.200000000000045","152","17","152","28.72","569789037","-629439910","4.348",,
"1086172935","779.52","36.799999999999955","152","17","152","30.17","569788730","-629439396","4.236",,
"1086172936","783.75","37.0","153","17","153","30.17","569788422","-629438889","4.18",,
"1086172937","788.27","37.39999999999998","153","17","153","30.17","569788103","-629438336","4.395",,
"1086172938","792.93","37.799999999999955","153","17","153","30.17","569787748","-629437814","4.497",,
"1086172939","797.66","38.0","153","17","153","30.17","569787396","-629437285","4.469",,
"1086172940","802.34","38.60000000000002","153","17","153","31.53","569787048","-629436765","4.497",,
"1086172941","806.93","39.39999999999998","153","17","153","31.53","569786710","-629436231","4.553",,
"1086172942","811.56","39.60000000000002","153","17","153","31.53","569786372","-629435689","4.647",,
"1086172943","816.3","40.200000000000045","153","17","153","31.53","569786011","-629435159","4.693",,
"1086172944","821.01","40.60000000000002","154","17","154","31.53","569785661","-629434628","4.647",,
"1086172945","825.75","41.0","154","17","154","33.22","569785319","-629434087","4.628",,
"1086172946","830.31","41.39999999999998","154","17","154","33.22","569785009","-629433535","4.581",,
"1086172947","834.72","41.60000000000002","154","17","154","33.22","569784695","-629433008","4.544",,
"1086172948","839.03","42.0","155","17","155","33.22","569784376","-629432501","4.544",,
"1086172949","843.5","42.60000000000002","155","17","155","33.22","569784067","-629431962","4.507",,
"1086172950","847.89","43.0","155","17","155","33.88","569783779","-629431420","4.423",,
"1086172951","852.03","43.39999999999998","155","17","155","33.88","569783498","-629430892","4.423",,
"1086172952","856.39","43.799999999999955","155","17","155","33.88","569783182","-629430368","4.432",,
"1086172953","860.76","44.200000000000045","156","17","156","33.88","569782906","-629429795","4.404",,
"1086172954","865.4","44.60000000000002","156","17","156","33.88","569782631","-629429189","4.404",,
"1086172955","869.83","45.200000000000045","156","17","156","34.79","569782353","-629428624","4.357",,
"1086172956","874.19","45.60000000000002","156","17","156","34.79","569782091","-629428058","4.292",,
"1086172957","878.5","46.0","157","17","157","34.79","569781826","-629427518","4.189",,
"1086172958","882.38","46.39999999999998","157","17","157","34.79","569781626","-629426965","4.217",,
"1086172959","886.49","46.799999999999955","157","17","157","34.79","569781405","-629426399","4.227",,
"1086172960","890.41","47.39999999999998","157","17","157","35.0","569781191","-629425852","4.161",,
"1086172961","894.34","47.60000000000002","157","17","157","35.0","569780964","-629425311","4.096",,
"1086172962","898.45","48.200000000000045","158","17","158","35.0","569780718","-629424765","4.087",,
"1086172963","902.51","48.60000000000002","158","17","158","35.0","569780479","-629424218","4.068",,
"1086172964","906.61","49.200000000000045","158","17","158","35.0","569780247","-629423654","4.05",,
"1086172965","910.94","49.799999999999955","158","17","158","35.15","569779991","-629423092","4.068",,
"1086172966","915.1","50.0","158","17","158","35.15","569779746","-629422532","4.124",,
"1086172967","919.6","50.200000000000045","158","17","158","35.15","569779475","-629421957","4.264",,
"1086172968","924.0","50.799999999999955","158","17","158","35.15","569779221","-629421367","4.404",,
"1086172969","928.55","51.200000000000045","158","17","158","35.15","569778946","-629420783","4.469",,
"1086172970","932.88","51.60000000000002","158","17","158","34.85","569778715","-629420180","4.553",,
"1086172971","937.41","51.799999999999955","159","17","159","34.85","569778471","-629419551","4.656",,
"1086172972","941.96","52.200000000000045","159","17","159","34.85","569778212","-629418930","4.684",,
"1086172973","946.65","52.60000000000002","159","17","159","34.85","569777962","-629418269","4.796",,
"1086172974","951.47","53.0","159","17","159","34.85","569777716","-629417587","4.796",,
"1086172975","956.63","53.39999999999998","159","17","159","34.65","569777463","-629416864","4.936",,
"1086172976","961.67","53.60000000000002","159","17","159","34.65","569777227","-629416147","4.973",,
"1086172977","966.66","54.0","159","17","159","34.65","569777021","-629415407","5.001",,
"1086172978","971.89","54.200000000000045","159","17","159","34.65","569776819","-629414639","5.048",,
"1086172979","977.06","54.799999999999955","159","17","159","34.65","569776637","-629413869","5.085",,
"1086172980","982.16","54.799999999999955","159","17","159","34.51","569776434","-629413113","5.16",,
"1086172981","987.33","55.0","159","17","159","34.51","569776233","-629412355","5.123",,
"1086172982","992.27","55.39999999999998","159","17","159","34.51","569776041","-629411616","5.085",,
"1086172983","997.42","55.39999999999998","159","17","159","34.51","569775853","-629410849","5.104",,
"1086172984","1002.38","55.799999999999955","159","17","159","34.51","569775676","-629410110","5.039",,
"1086172985","1007.16","55.799999999999955","159","17","159","35.04","569775515","-629409374","5.029",,
"1086172986","1012.17","56.200000000000045","159","17","159","35.04","569775358","-629408610","4.983",,
"1086172987","1017.15","56.39999999999998","159","17","159","35.04","569775199","-629407848","4.945",,
"1086172988","1022.35","56.60000000000002","159","17","159","35.04","569775041","-629407066","4.955",,
"1086172989","1027.25","57.0","159","17","159","35.04","569774897","-629406317","4.917",,
"1086172990","1032.19","57.39999999999998","159","17","159","35.17","569774757","-629405567","4.889",,
"1086172991","1036.8","57.60000000000002","159","17","159","35.17","569774611","-629404850","4.824",,
"1086172992","1041.74","57.799999999999955","159","17","159","35.17","569774453","-629404102","4.824",,
"1086172993","1046.52","57.799999999999955","159","17","159","35.17","569774288","-629403379","4.731",,
"1086172994","1051.35","58.0","158","17","158","35.17","569774126","-629402653","4.721",,
"1086172995","1055.96","58.60000000000002","158","17","158","36.05","569773967","-629401966","4.563",,
"1086172996","1060.28","58.799999999999955","158","17","158","36.05","569773807","-629401315","4.441",,
"1086172997","1064.76","59.200000000000045","157","17","157","36.05","569773653","-629400650","4.404",,
"1086172998","1068.87","59.60000000000002","157","17","157","36.05","569773487","-629400034","4.339",,
"1086172999","1073.24","60.0","157","17","157","36.05","569773309","-629399388","4.376",,
"1086173000","1077.64","60.200000000000045","156","17","156","36.23","569773102","-629398761","4.329",,
"1086173001","1081.89","60.39999999999998","156","17","156","36.23","569772909","-629398146","4.255",,
"1086173002","1086.26","61.200000000000045","156","17","156","36.23","569772711","-629397535","4.217",,
"1086173003","1090.11","61.39999999999998","156","17","156","36.23","569772515","-629396976","4.189",,
"1086173004","1094.31","61.799999999999955","156","17","156","36.23","569772276","-629396403","4.143",,
"1086173005","1098.65","62.0","156","17","156","34.0","569772047","-629395823","4.115",,
"1086173006","1102.61","62.200000000000045","156","17","156","34.0","569771823","-629395279","4.189",,
"1086173007","1106.84","62.799999999999955","156","17","156","34.0","569771593","-629394701","4.292",,
"1086173008","1111.04","62.799999999999955","156","17","156","34.0","569771324","-629394159","4.292",,
"1086173009","1115.44","63.200000000000045","156","17","156","34.0","569771035","-629393620","4.32",,
"1086173010","1119.56","63.60000000000002","156","17","156","34.32","569770749","-629393104","4.339",,
"1086173011","1123.86","63.799999999999955","156","17","156","34.32","569770463","-629392560","4.301",,
"1086173012","1128.32","64.39999999999998","156","17","156","34.32","569770189","-629391988","4.301",,
"1086173013","1132.52","64.60000000000002","156","17","156","34.32","569769909","-629391476","4.161",,
"1086173014","1136.45","65.20000000000005","156","17","156","34.32","569769629","-629390999","4.133",,
"1086173015","1140.36","65.39999999999998","156","17","156","34.69","569769333","-629390544","4.124",,
"1086173016","1144.42","65.60000000000002","156","17","156","34.69","569769019","-629390081","4.133",,
"1086173017","1148.8","66.0","157","17","157","34.69","569768693","-629389598","4.171",,
"1086173018","1152.98","66.0","157","17","157","34.69","569768378","-629389132","4.106",,
"1086173019","1157.37","66.60000000000002","157","17","157","34.69","569768059","-629388656","4.152",,
"1086173020","1161.14","66.60000000000002","157","17","157","33.76","569767797","-629388197","4.04",,
"1086173021","1164.93","67.0","157","17","157","33.76","569767533","-629387714","4.096",,
"1086173022","1168.79","67.39999999999998","157","17","157","33.76","569767252","-629387236","4.096",,
"1086173023","1173.14","67.60000000000002","157","17","157","33.76","569766941","-629386747","4.05",,
"1086173024","1177.14","68.20000000000005","157","17","157","33.76","569766650","-629386293","3.984",,
"1086173025","1180.91","68.39999999999998","156","17","156","34.71","569766372","-629385853","3.956",,
"1086173026","1184.7","68.79999999999995","156","17","156","34.71","569766088","-629385412","3.938",,
"1086173027","1188.46","69.0","156","17","156","34.71","569765813","-629384963","3.882",,
"1086173028","1192.36","69.39999999999998","156","17","156","34.71","569765535","-629384500","3.872",,
"1086173029","1196.24","69.79999999999995","156","17","156","34.71","569765264","-629384033","3.872",,
"1086173030","1200.02","70.0","156","17","156","34.95","569765001","-629383568","3.826",,
"1086173031","1203.88","70.60000000000002","156","17","156","34.95","569764719","-629383126","3.77",,
"1086173032","1207.6","70.60000000000002","156","17","156","34.95","569764448","-629382693","3.798",,
"1086173033","1211.27","71.0","156","17","156","34.95","569764170","-629382270","3.826",,
"1086173034","1215.09","71.20000000000005","157","17","157","34.95","569763882","-629381839","3.872",,
"1086173035","1218.73","71.60000000000002","156","17","156","35.5","569763602","-629381429","3.788",,
"1086173036","1222.6","72.0","156","17","156","35.5","569763313","-629381002","3.798",,
"1086173037","1226.38","72.20000000000005","156","17","156","35.5","569763041","-629380571","3.798",,
"1086173038","1230.02","72.79999999999995","156","17","156","35.5","569762784","-629380123","3.9",,
"1086173039","1233.92","73.0","156","17","156","35.5","569762499","-629379672","3.91",,
"1086173040","1237.73","73.39999999999998","156","17","156","35.48","569762202","-629379241","3.975",,
"1086173041","1241.84","73.60000000000002","158","17","158","35.48","569761888","-629378789","4.031",,
"1086173042","1245.88","74.0","157","17","157","35.48","569761596","-629378335","3.947",,
"1086173043","1249.76","74.20000000000005","157","17","157","35.48","569761336","-629377850","3.975",,
"1086173044","1253.8","74.60000000000002","157","17","157","35.48","569761051","-629377389","4.003",,
"1086173045","1257.5","74.60000000000002","157","17","157","35.46","569760788","-629376953","4.022",,
"1086173046","1261.26","75.20000000000005","156","17","156","35.46","569760533","-629376493","4.012",,
"1086173047","1264.82","75.39999999999998","156","17","156","35.46","569760280","-629376058","3.947",,
"1086173048","1268.64","75.79999999999995","156","17","156","35.46","569760013","-629375580","4.022",,
"1086173049","1272.67","76.0","156","17","156","35.46","569759772","-629375080","3.947",,
"1086173050","1276.16","76.20000000000005","156","17","156","35.45","569759585","-629374584","3.994",,
"1086173051","1279.92","76.79999999999995","156","17","156","35.45","569759356","-629374078","4.087",,
"1086173052","1283.63","77.0","156","17","156","35.45","569759135","-629373564","4.068",,
"1086173053","1287.7","77.20000000000005","156","17","156","35.45","569758923","-629372994","4.087",,
"1086173054","1291.98","77.79999999999995","156","17","156","35.45","569758695","-629372408","4.208",,
"1086173055","1296.07","78.20000000000005","156","17","156","36.23","569758458","-629371853","4.217",,
"1086173056","1300.31","78.60000000000002","156","17","156","36.23","569758237","-629371256","4.283",,
"1086173057","1304.83","79.0","156","17","156","36.23","569758002","-629370630","4.413",,
"1086173058","1309.35","79.0","156","17","156","36.23","569757790","-629369984","4.488",,
"1086173059","1313.98","79.60000000000002","156","17","156","36.23","569757600","-629369301","4.637",,
"1086173060","1318.75","79.79999999999995","156","17","156","35.96","569757415","-629368591","4.749",,
"1086173061","1323.66","80.0","156","17","156","35.96","569757245","-629367862","4.777",,
"1086173062","1328.43","80.39999999999998","156","17","156","35.96","569757084","-629367130","4.908",,
"1086173063","1333.42","80.39999999999998","156","17","156","35.96","569756959","-629366355","4.936",,
"1086173064","1338.71","80.60000000000002","156","17","156","35.96","569756807","-629365549","5.095",,
"1086173065","1343.96","80.79999999999995","156","17","156","35.78","569756654","-629364739","5.235",,
"1086173066","1349.55","81.0","156","17","156","35.78","569756531","-629363876","5.393",,
"1086173067","1355.04","81.20000000000005","156","17","156","35.78","569756412","-629363010","5.552",,
"1086173068","1360.96","81.39999999999998","156","17","156","35.78","569756346","-629362083","5.701",,
"1086173069","1366.89","81.39999999999998","156","17","156","35.78","569756286","-629361146","5.897",,
"1086173070","1372.88","81.60000000000002","155","17","155","35.67","569756234","-629360192","6.037",,
"1086173071","1379.31","82.0","155","17","155","35.67","569756155","-629359180","6.326",,
"1086173072","1385.88","82.0","155","17","155","35.67","569756064","-629358150","6.559",,
"1086173073","1392.47","82.0","154","17","154","35.67","569755988","-629357093","6.793",,
"1086173074","1399.74","82.20000000000005","154","17","154","35.67","569755914","-629355952","7.147",,
"1086173075","1407.08","82.20000000000005","154","17","154","35.19","569755884","-629354783","7.465",,
"1086173076","1414.53","82.20000000000005","154","17","154","35.19","569755860","-629353594","7.614",,
"1086173077","1422.18","82.20000000000005","153","17","153","35.19","569755851","-629352365","7.726",,
"1086173078","1430.13","82.39999999999998","153","17","153","35.19","569755832","-629351101","7.782",,
"1086173079","1438.16","82.60000000000002","153","17","153","35.19","569755849","-629349834","7.782",,
"1086173080","1446.01","82.60000000000002","153","17","153","34.49","569755859","-629348578","7.903",,
"1086173081","1454.09","82.79999999999995","153","17","153","34.49","569755868","-629347293","7.978",,
"1086173082","1462.23","82.79999999999995","152","17","152","34.49","569755857","-629346000","8.024",,
"1086173083","1470.51","82.79999999999995","152","17","152","34.49","569755845","-629344696","8.09",,
"1086173084","1478.56","82.79999999999995","152","17","152","33.62","569755821","-629343405","8.192",,
"1086173085","1486.88","82.79999999999995","152","17","152","33.62","569755774","-629342085","8.248",,
"1086173086","1495.17","82.79999999999995","151","17","151","33.62","569755751","-629340767","8.258",,
"1086173087","1503.43","82.60000000000002","151","17","151","33.62","569755741","-629339456","8.23",,
"1086173088","1511.62","82.39999999999998","151","17","151","33.62","569755732","-629338155","8.192",,
"1086173089","1519.82","82.39999999999998","151","17","151","33.62","569755715","-629336853","8.22",,
"1086173090","1527.92","82.20000000000005","150","17","150","33.44","569755708","-629335560","8.183",,
"1086173091","1536.12","82.20000000000005","150","17","150","33.44","569755689","-629334259","8.192",,
"1086173092","1544.22","82.20000000000005","149","17","149","33.44","569755656","-629332965","8.192",,
"1086173093","1552.48","82.20000000000005","149","17","149","33.44","569755617","-629331653","8.183",,
"1086173094","1561.05","82.20000000000005","148","17","148","33.44","569755729","-629330280","8.612",,
"1086173095","1569.21","82.20000000000005","148","17","148","34.89","569755629","-629328999","8.015",,
"1086173096","1577.34","82.39999999999998","148","17","148","34.89","569755591","-629327710","7.931",,
"1086173097","1585.23","82.39999999999998","147","17","147","34.89","569755569","-629326452","7.847",,
"1086173098","1593.05","82.79999999999995","147","17","147","34.89","569755540","-629325201","7.8",,
"1086173099","1600.87","83.0","147","17","147","34.89","569755563","-629323958","7.651",,
"1086173100","1608.73","83.0","146","17","146","34.28","569755580","-629322722","7.595",,
"1086173101","1616.24","83.0","146","17","146","34.28","569755564","-629321532","7.511",,
"1086173102","1623.59","83.20000000000005","146","17","146","34.28","569755554","-629320360","7.483",,
"1086173103","1630.9","83.39999999999998","146","17","146","34.28","569755517","-629319190","7.455",,
"1086173104","1638.38","83.39999999999998","145","17","145","34.28","569755510","-629317994","7.483",,
"1086173105","1646.0","83.39999999999998","145","17","145","35.06","569755506","-629316790","7.465",,
"1086173106","1653.49","83.60000000000002","145","17","145","35.06","569755498","-629315608","7.446",,
"1086173107","1660.72","83.79999999999995","145","17","145","35.06","569755469","-629314461","7.381",,
