record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],
"1089583849","546022935","-947270658","39649.9","6.438","341.20000000000005","26","1","108","16.84",
"1089583850","546022559","-947271456","39656.02","6.522","341.79999999999995","26","1","108","17.13",
"1089583851","546022202","-947272292","39662.36","6.438","342.0","26","1","108","17.13",
"1089583852","546021853","-947273162","39668.99","6.466","342.0","26","1","107","17.13",
"1089583853","546021493","-947274017","39675.55","6.615","342.0","26","1","107","17.13",
"1089583854","546021129","-947274869","39681.86","6.718","342.0","26","1","107","17.13",
"1089583855","546020732","-947275769","39688.63","6.783","341.79999999999995","26","1","107","17.72",
"1089583856","546020336","-947276692","39695.98","6.69","341.79999999999995","26","1","107","17.72",
"1089583857","546019954","-947277555","39702.55","6.858","341.79999999999995","26","1","107","17.72",
"1089583858","546019570","-947278408","39709.16","6.755","341.79999999999995","26","1","107","17.72",
"1089583859","546019193","-947279267","39715.62","6.727","341.79999999999995","26","1","107","17.72",
"1089583860","546018784","-947280132","39722.41","6.625","341.79999999999995","26","1","107","20.47",
"1089583861","546018392","-947281020","39729.36","6.615","342.20000000000005","26","1","107","20.47",
"1089583862","546018034","-947281892","39735.96","6.466","342.20000000000005","26","1","107","20.47",
"1089583863","546017644","-947282721","39742.48","6.457","342.6","26","1","107","20.47",
"1089583864","546017258","-947283484","39748.56","6.336","342.6","26","1","107","20.47",
"1089583865","546016911","-947284281","39754.63","6.046","342.6","26","1","107","20.73",
"1089583866","546016557","-947285012","39760.31","5.692","342.6","26","1","108","20.73",
"1089583867","546016310","-947285811","39766.01","5.328","342.6","26","1","108","20.73",
"1089583868","546016302","-947286561","39770.94","4.992","342.79999999999995","26","1","108","20.73",
"1089583869","546016604","-947287151","39775.63","4.861","342.79999999999995","26","1","108","20.73",
"1089583870","546017061","-947287503","39780.4","5.085","342.79999999999995","26","1","108","20.73",
"1089583871","546017553","-947287758","39785.11","5.309","342.79999999999995","26","1","108","22.48",
"1089583872","546018091","-947288082","39790.5","5.57","343.0","26","1","108","22.48",
"1089583873","546018660","-947288463","39796.43","5.841","343.20000000000005","26","1","107","22.48",
"1089583874","546019213","-947288798","39801.88","5.841","343.4","26","1","106","22.48",
"1089583875","546019794","-947289116","39807.5","6.065","343.6","26","1","105","22.48",
"1089583876","546020394","-947289420","39813.46","6.102","343.6","26","1","105","21.68",
"1089583877","546020993","-947289697","39819.35","6.028","344.0","26","1","104","21.68",
"1089583878","546021589","-947289970","39825.08","6.0","344.4","26","1","104","21.68",
"1089583879","546022177","-947290273","39830.55","6.037","344.4","26","1","104","21.68",
"1089583880","546022791","-947290631","39836.54","5.962","344.79999999999995","26","1","104","21.54",
"1089583881","546023416","-947290979","39842.52","6.084","344.79999999999995","26","1","104","21.54",
"1089583882","546024066","-947291295","39849.1","6.214","345.20000000000005","26","1","104","21.54",
"1089583883","546024710","-947291597","39855.38","6.224","345.4","26","1","105","21.54",
"1089583884","546025367","-947291895","39861.91","6.233","345.4","26","1","105","21.54",
"1089583885","546026024","-947292227","39868.4","6.298","345.4","26","1","106","21.05",
"1089583886","546026674","-947292591","39874.92","6.336","345.20000000000005","26","1","106","21.05",
"1089583887","546027331","-947292947","39881.72","6.354","345.0","26","1","106","21.05",
"1089583888","546027956","-947293305","39888.1","6.345","345.0","26","1","107","21.05",
"1089583889","546028567","-947293667","39894.27","6.354","345.0","26","1","107","21.05",
"1089583890","546029172","-947294033","39900.51","6.308","345.0","26","1","107","20.73",
"1089583891","546029787","-947294399","39906.56","6.457","345.20000000000005","26","1","107","20.73",
"1089583892","546030443","-947294760","39913.28","6.615","345.20000000000005","26","1","106","20.73",
"1089583893","546031084","-947295107","39919.74","6.513","345.4","26","1","106","20.73",
"1089583894","546031728","-947295436","39926.24","6.522","345.4","26","1","106","20.73",
"1089583895","546032358","-947295760","39932.37","6.522","345.6","26","1","106","20.51",
"1089583896","546033010","-947296091","39938.86","6.559","345.79999999999995","26","1","106","20.51",
"1089583897","546033633","-947296457","39944.73","6.494","345.79999999999995","26","1","106","20.51",
"1089583898","546034292","-947296889","39951.38","6.587","346.0","26","1","106","20.51",
"1089583899","546034956","-947297295","39957.82","6.522","346.0","26","1","106","20.51",
"1089583900","546035663","-947297672","39965.0","6.559","346.0","26","1","106","20.37",
"1089583901","546036337","-947298075","39971.79","6.55","346.0","26","1","106","20.37",
"1089583902","546036995","-947298451","39978.18","6.476","346.0","26","1","106","20.37",
"1089583903","546037657","-947298844","39985.09","6.326","346.0","26","1","106","20.37",
"1089583904","546038282","-947299226","39991.6","6.233","346.0","26","1","106","20.37",
"1089583905","546038913","-947299543","39997.96","6.196","346.0","26","1","107","20.37",
"1089583906","546039539","-947299858","40004.06","6.14","346.0","26","1","107","19.88",
"1089583907","546040180","-947300209","40010.64","6.158","346.20000000000005","26","1","107","19.88",
"1089583908","546040800","-947300513","40016.75","6.037","346.20000000000005","26","1","107","19.88",
"1089583909","546041393","-947300872","40022.59","5.953","346.20000000000005","26","1","107","19.88",
"1089583910","546041995","-947301240","40028.85","5.916","346.20000000000005","26","1","107","19.88",
"1089583911","546042563","-947301600","40034.92","5.85","346.4","26","1","107","18.76",
"1089583912","546043118","-947301948","40040.51","5.878","346.4","26","1","107","18.76",
"1089583913","546043691","-947302289","40046.19","5.906","346.6","26","1","107","18.76",
"1089583914","546044285","-947302556","40051.82","5.897","346.79999999999995","26","1","107","18.76",
"1089583915","546044884","-947302899","40057.43","6.009","347.0","26","1","107","18.76",
"1089583916","546045518","-947303267","40063.86","6.112","347.20000000000005","26","1","107","18.02",
"1089583917","546046158","-947303573","40070.21","6.168","347.20000000000005","26","1","107","18.02",
"1089583918","546046774","-947303867","40076.52","5.934","347.4","26","1","108","18.02",
"1089583919","546047385","-947304138","40082.45","5.916","347.6","26","1","108","18.02",
"1089583920","546047977","-947304427","40088.37","5.813","347.6","26","1","108","18.02",
"1089583921","546048534","-947304709","40093.61","5.757","347.6","26","1","108","17.92",
"1089583922","546049131","-947305008","40099.74","5.692","347.79999999999995","26","1","109","17.92",
"1089583923","546049715","-947305273","40105.7","5.654","347.79999999999995","26","1","109","17.92",
"1089583924","546050274","-947305545","40111.34","5.533","347.79999999999995","26","1","110","17.92",
"1089583925","546050830","-947305787","40116.8","5.542","347.79999999999995","26","1","110","17.92",
"1089583926","546051362","-947306074","40122.28","5.384","347.79999999999995","26","1","110","17.85",
"1089583927","546051871","-947306340","40127.4","5.346","348.0","26","1","111","17.85",
"1089583928","546052367","-947306622","40132.27","5.309","348.0","26","1","111","17.85",
"1089583929","546052847","-947306884","40136.9","5.085","348.4","26","1","111","17.85",
"1089583930","546053334","-947307135","40141.5","5.039","348.6","26","1","111","17.81",
"1089583931","546053816","-947307491","40146.54","5.123","348.79999999999995","26","1","111","17.81",
"1089583932","546054313","-947307744","40151.4","5.123","348.79999999999995","26","1","111","17.81",
"1089583933","546054805","-947308026","40156.29","5.057","349.0","26","1","111","17.81",
"1089583934","546055289","-947308260","40160.77","4.955","349.0","26","1","111","17.81",
"1089583935","546055808","-947308493","40165.57","5.029","349.0","25","1","111","18.17",
"1089583936","546056346","-947308702","40170.63","4.992","349.20000000000005","26","1","112","18.17",
"1089583937","546056900","-947308954","40175.84","5.011","349.4","25","1","112","18.17",
"1089583938","546057455","-947309281","40181.46","5.188","349.4","26","1","112","18.17",
"1089583939","546057993","-947309642","40186.94","5.123","349.6","26","1","112","18.17",
"1089583940","546058530","-947309997","40192.56","5.095","349.6","25","1","112","18.17",
"1089583941","546059082","-947310293","40198.17","5.048","349.79999999999995","26","1","112","18.41",
"1089583942","546059606","-947310625","40203.72","5.02","349.79999999999995","26","1","112","18.41",
"1089583943","546060118","-947310930","40209.11","5.113","350.0","25","1","113","18.41",
"1089583944","546060618","-947311214","40214.23","5.076","350.0","26","1","113","18.41",
"1089583945","546061123","-947311450","40219.43","4.992","350.20000000000005","25","1","113","18.41",
"1089583946","546061592","-947311679","40223.92","4.871","350.20000000000005","25","1","112","17.79",
"1089583947","546062047","-947311938","40228.1","4.852","350.4","25","1","112","17.79",
"1089583948","546062548","-947312217","40232.61","4.852","350.6","26","1","112","17.79",
"1089583949","546063098","-947312553","40237.96","4.899","350.6","25","1","112","17.79",
"1089583950","546063648","-947312834","40243.34","4.824","350.79999999999995","25","1","112","17.79",
"1089583951","546064194","-947313088","40248.57","4.964","351.0","26","1","112","20.12",
"1089583952","546064761","-947313471","40254.45","5.123","351.0","25","1","112","20.12",
"1089583953","546065308","-947313830","40260.33","5.113","351.0","25","1","112","20.12",
"1089583954","546065839","-947314199","40266.01","5.001","351.20000000000005","25","1","113","20.12",
"1089583955","546066333","-947314544","40271.16","4.936","351.20000000000005","25","1","113","20.12",
"1089583956","546066825","-947314870","40276.48","4.871","351.6","25","1","113","20.9",
"1089583957","546067307","-947315179","40281.61","4.927","351.79999999999995","25","1","113","20.9",
"1089583958","546067794","-947315404","40286.46","4.861","352.0","26","1","113","20.9",
"1089583959","546068294","-947315636","40291.28","4.964","352.20000000000005","25","1","113","20.9",
"1089583960","546068795","-947315905","40296.07","4.899","352.4","25","1","114","20.9",
"1089583961","546069294","-947316174","40301.15","4.703","352.6","25","1","114","21.02",
"1089583962","546069797","-947316424","40306.27","4.684","352.6","25","1","114","21.02",
"1089583963","546070267","-947316711","40310.99","4.731","352.79999999999995","25","1","114","21.02",
"1089583964","546070726","-947316938","40315.59","4.432","352.79999999999995","25","1","115","21.02",
"1089583965","546071179","-947317199","40320.06","4.488","353.20000000000005","25","1","115","21.02",
"1089583966","546071609","-947317452","40324.49","4.292","353.4","25","1","115","21.1",
"1089583967","546072006","-947317714","40328.49","4.189","353.6","25","1","116","21.1",
"1089583968","546072437","-947317915","40332.65","4.106","353.6","25","1","116","21.1",
"1089583969","546072905","-947318126","40337.32","4.236","353.6","25","1","117","21.1",
"1089583970","546073326","-947318356","40341.33","4.189","353.79999999999995","25","1","118","21.15",
"1089583971","546073762","-947318653","40345.93","4.189","354.0","25","1","118","21.15",
"1089583972","546074186","-947318861","40350.14","4.078","354.20000000000005","25","1","119","21.15",
"1089583973","546074588","-947319100","40354.25","3.807","354.6","25","1","119","21.15",
"1089583974","546075006","-947319362","40358.58","3.947","354.79999999999995","25","1","119","21.15",
"1089583975","546075410","-947319577","40362.63","3.919","355.0","25","1","119","21.15",
"1089583976","546075773","-947319817","40366.59","3.732","355.0","25","1","120","21.15",
"1089583977","546076102","-947320035","40370.03","3.583","355.4","25","1","120","21.15",
"1089583978","546076413","-947320237","40373.27","3.518","355.6","25","1","120","21.19",
"1089583979","546076748","-947320418","40376.71","3.518","355.79999999999995","25","1","120","21.19",
"1089583980","546077070","-947320625","40379.96","3.48","356.20000000000005","25","1","120","21.19",
"1089583981","546077376","-947320832","40383.35","3.042","356.4","25","1","120","21.19",
"1089583982","546077671","-947321044","40386.38","3.06","356.6","25","1","120","24.36",
"1089583983","546078002","-947321233","40389.63","3.182","356.79999999999995","25","1","120","24.36",
"1089583984","546078341","-947321432","40393.35","3.247","357.0","25","1","120","24.36",
"1089583985","546078644","-947321583","40396.3","3.247","357.20000000000005","25","1","120","24.36",
"1089583986","546078951","-947321726","40399.18","3.219","357.4","25","1","120","24.36",
"1089583987","546079266","-947321911","40402.67","3.088","357.79999999999995","25","1","120","26.08",
"1089583988","546079567","-947322063","40405.92","3.042","358.0","25","1","120","26.08",
"1089583989","546079841","-947322147","40408.58","2.631","358.20000000000005","25","1","121","26.08",
"1089583990","546080127","-947322206","40411.18","2.557","358.4","25","1","121","26.08",
"1089583991","546080436","-947322293","40413.89","2.725","358.79999999999995","25","1","121","26.08",
"1089583992","546080747","-947322422","40416.8","2.659","359.0","25","1","122","26.84",
"1089583993","546081059","-947322555","40419.99","2.734","359.20000000000005","25","1","122","26.84",
"1089583994","546081343","-947322595","40422.6","2.687","359.4","25","1","123","26.84",
"1089583995","546081614","-947322692","40425.2","2.585","359.6","25","1","123","26.84",
"1089583996","546081910","-947322820","40427.49","2.799","360.0","25","1","123","26.84",
"1089583997","546082203","-947322991","40430.47","2.463","360.20000000000005","25","1","123","26.55",
"1089583998","546082471","-947323104","40432.61","2.435","360.4","25","1","124","26.55",
"1089583999","546082751","-947323225","40435.08","2.454","360.6","25","1","124","26.55",
"1089584000","546083037","-947323399","40437.77","2.529","360.79999999999995","25","1","124","26.55",
"1089584001","546083341","-947323604","40440.85","2.781","361.20000000000005","25","1","124","26.55",
"1089584002","546083643","-947323736","40443.61","2.799","361.4","25","1","124","25.97",
"1089584003","546083996","-947323901","40446.91","2.986","361.6","25","1","125","25.97",
"1089584004","546084338","-947324132","40450.32","3.023","361.79999999999995","25","1","125","25.97",
"1089584005","546084614","-947324415","40453.7","2.603","362.0","25","1","125","25.97",
"1089584006","546084883","-947324627","40456.6","2.295","362.20000000000005","25","1","125","25.97",
"1089584007","546085203","-947324832","40459.58","2.734","362.6","25","1","125","25.19",
"1089584008","546085547","-947325022","40462.87","2.883","362.79999999999995","25","1","125","25.19",
"1089584009","546085893","-947325225","40466.18","2.948","363.0","25","1","125","25.19",
"1089584010","546086232","-947325358","40469.27","2.734","363.20000000000005","25","1","125","25.19",
"1089584011","546086592","-947325475","40472.59","2.762","363.4","25","1","125","25.19",
"1089584012","546086974","-947325662","40475.97","3.098","363.6","25","1","125","23.88",
"1089584013","546087416","-947325809","40480.28","3.051","363.79999999999995","25","1","125","23.88",
"1089584014","546087798","-947326003","40484.04","2.799","364.0","25","1","125","23.88",
"1089584015","546088154","-947326206","40487.41","2.995","364.20000000000005","25","1","125","23.88",
"1089584016","546088562","-947326461","40491.13","3.2","364.4","25","1","124","23.88",
"1089584017","546088994","-947326753","40495.95","3.088","364.6","25","1","124","23.79",
"1089584018","546089395","-947327071","40500.57","2.995","364.79999999999995","25","1","124","23.79",
"1089584019","546089790","-947327320","40504.19","3.266","364.79999999999995","25","1","124","23.79",
"1089584020","546090210","-947327638","40508.8","3.247","365.0","25","1","124","23.79",
"1089584021","546090613","-947327910","40513.33","3.312","365.20000000000005","25","1","124","23.79",
"1089584022","546090997","-947328173","40517.53","3.387","365.4","25","1","124","23.79",
"1089584023","546091352","-947328442","40521.41","3.368","365.6","25","1","124","23.34",
"1089584024","546091724","-947328640","40525.5","3.126","365.79999999999995","25","1","123","23.34",
"1089584025","546092083","-947328789","40529.18","3.172","366.0","25","1","123","23.34",
"1089584026","546092403","-947328968","40532.44","3.144","366.20000000000005","25","1","123","23.34",
"1089584027","546092750","-947329176","40535.92","3.228","366.20000000000005","25","1","123","24.22",
"1089584028","546093099","-947329388","40539.57","3.135","366.6","25","1","123","24.22",
"1089584029","546093458","-947329598","40543.27","3.2","366.6","25","1","123","24.22",
"1089584030","546093813","-947329823","40547.23","3.228","367.0","25","1","123","24.22",
"1089584031","546094144","-947330016","40550.67","3.331","367.20000000000005","25","1","123","24.22",
"1089584032","546094479","-947330197","40554.19","3.406","367.4","25","1","123","22.84",
"1089584033","546094824","-947330405","40557.83","3.574","367.6","25","1","123","22.84",
"1089584034","546095186","-947330610","40561.49","3.686","367.79999999999995","25","1","123","22.84",
"1089584035","546095583","-947330814","40565.62","3.891","368.0","25","1","123","22.84",
"1089584036","546095968","-947331030","40569.63","3.956","368.20000000000005","25","1","123","22.84",
"1089584037","546096332","-947331203","40573.06","3.882","368.4","25","1","123","24.67",
"1089584038","546096737","-947331378","40577.03","3.863","368.6","25","1","123","24.67",
"1089584039","546097156","-947331550","40581.39","4.078","368.79999999999995","25","1","123","24.67",
"1089584040","546097559","-947331725","40585.23","4.339","368.79999999999995","25","1","123","24.67",
"1089584041","546097976","-947331919","40589.37","4.413","369.20000000000005","25","1","123","24.67",
"1089584042","546098419","-947332121","40593.82","4.469","369.4","25","1","123","23.93",
"1089584043","546098876","-947332316","40598.54","4.609","369.6","25","1","123","23.93",
"1089584044","546099283","-947332538","40602.65","4.684","369.79999999999995","25","1","123","23.93",
"1089584045","546099685","-947332783","40606.31","4.805","369.79999999999995","25","1","123","23.93",
"1089584046","546100168","-947333031","40610.83","5.02","369.79999999999995","25","1","123","23.93",
"1089584047","546100698","-947333286","40615.75","5.16","370.0","25","1","122","23.43",
"1089584048","546101235","-947333566","40621.24","5.095","370.20000000000005","25","1","122","23.43",
"1089584049","546101736","-947333768","40626.06","5.001","370.20000000000005","25","1","122","23.43",
"1089584050","546102212","-947333985","40630.35","4.983","370.20000000000005","25","1","122","23.43",
"1089584051","546102754","-947334252","40635.16","5.346","370.20000000000005","25","1","121","23.43",
"1089584052","546103304","-947334482","40640.46","5.207","370.20000000000005","25","1","121","23.49",
"1089584053","546103840","-947334799","40645.4","5.384","370.4","25","1","120","23.49",
"1089584054","546104444","-947335105","40651.02","5.673","370.4","25","1","120","23.49",
"1089584055","546105092","-947335387","40657.03","5.869","370.4","25","1","119","23.49",
"1089584056","546105750","-947335734","40663.03","6.046","370.6","25","1","119","23.49",
"1089584057","546106390","-947336119","40669.23","5.981","370.6","25","1","118","23.14",
"1089584058","546107012","-947336449","40675.93","5.71","370.6","25","1","118","23.14",
"1089584059","546107703","-947337144","40683.32","6.261","370.6","25","1","117","23.14",
"1089584060","546108522","-947337875","40692.85","6.326","370.6","25","1","117","23.14",
"1089584061","546109257","-947338349","40700.15","6.168","370.6","25","1","116","23.14",
"1089584062","546109992","-947339028","40709.05","6.466","370.6","25","1","116","22.12",
"1089584063","546110725","-947339640","40717.35","6.522","370.20000000000005","25","1","116","22.12",
"1089584064","546111410","-947340081","40724.22","6.373","369.6","25","1","116","22.12",
"1089584065","546112105","-947340582","40731.65","6.102","369.0","25","1","116","22.12",
"1089584066","546112817","-947340985","40739.4","6.196","369.0","25","1","116","22.12",
"1089584067","546113480","-947341305","40745.79","6.476","369.0","25","1","116","23.41",
"1089584068","546114168","-947341610","40752.75","6.345","369.0","25","1","116","23.41",
"1089584069","546114838","-947341829","40759.11","6.168","369.0","25","1","116","23.41",
"1089584070","546115558","-947342059","40765.56","6.559","369.6","25","1","116","23.41",
"1089584071","546116292","-947342381","40772.86","6.746","370.6","25","1","116","23.41",
"1089584072","546116995","-947342718","40779.85","6.849","370.79999999999995","25","1","116","23.41",
"1089584073","546117679","-947343072","40786.47","6.877","371.0","25","1","115","25.17",
"1089584074","546118379","-947343416","40793.52","6.839","371.6","25","1","115","25.17",
"1089584075","546119076","-947343756","40800.38","6.821","371.79999999999995","25","1","115","25.17",
"1089584076","546119804","-947344063","40807.67","6.886","371.79999999999995","25","1","114","25.17",
"1089584077","546120501","-947344350","40814.17","6.783","371.79999999999995","25","1","114","25.17",
"1089584078","546121230","-947344646","40820.68","6.746","371.79999999999995","25","1","113","24.65",
"1089584079","546122000","-947345007","40828.24","6.849","371.79999999999995","25","1","113","24.65",
"1089584080","546122764","-947345366","40835.48","6.989","371.79999999999995","25","1","113","24.65",
"1089584081","546123526","-947345768","40843.3","7.035","371.79999999999995","25","1","113","24.65",
"1089584082","546124265","-947346191","40850.99","7.101","371.79999999999995","25","1","113","24.65",
"1089584083","546124972","-947346624","40858.24","7.157","371.79999999999995","25","1","113","23.92",
"1089584084","546125673","-947347067","40865.23","7.119","371.79999999999995","25","1","113","23.92",
"1089584085","546126422","-947347465","40872.61","7.082","371.79999999999995","25","1","112","23.92",
"1089584086","546127175","-947347875","40880.21","7.054","371.79999999999995","25","1","112","23.92",
"1089584087","546127903","-947348329","40887.76","7.166","371.79999999999995","25","1","112","23.92",
"1089584088","546128628","-947348782","40895.32","7.222","372.20000000000005","25","1","112","23.92",
"1089584089","546129349","-947349175","40902.3","7.194","372.20000000000005","25","1","112","23.82",
"1089584090","546130093","-947349574","40909.87","7.278","372.20000000000005","25","1","112","23.82",
"1089584091","546130836","-947349977","40917.43","7.25","372.20000000000005","25","1","112","23.82",
"1089584092","546131562","-947350370","40924.62","7.063","372.20000000000005","25","1","112","23.82",
"1089584093","546132295","-947350735","40932.05","6.942","372.20000000000005","25","1","112","23.82",
"1089584094","546132998","-947351065","40938.96","6.979","372.20000000000005","25","1","112","24.14",
"1089584095","546133661","-947351364","40945.29","6.681","372.20000000000005","25","1","112","24.14",
"1089584096","546134331","-947351663","40951.75","6.531","372.20000000000005","25","1","112","24.14",
"1089584097","546134987","-947351956","40957.96","6.429","372.20000000000005","25","1","113","24.14",
"1089584098","546135612","-947352290","40964.2","6.196","372.20000000000005","25","1","113","24.14",
"1089584099","546136237","-947352605","40970.31","6.168","372.6","25","1","113","23.18",
"1089584100","546136861","-947352876","40976.62","6.046","372.79999999999995","25","1","113","23.18",
"1089584101","546137472","-947353181","40982.81","6.102","373.0","25","1","113","23.18",
"1089584102","546138067","-947353442","40988.93","5.785","373.0","25","1","113","23.18",
"1089584103","546138655","-947353603","40994.82","5.598","373.0","25","1","113","24.9",
"1089584104","546139329","-947353988","41001.05","6.774","373.0","25","1","113","24.9",
"1089584105","546140019","-947354352","41007.82","6.895","373.20000000000005","25","1","113","24.9",
"1089584106","546140705","-947354664","41014.63","6.429","373.20000000000005","25","1","113","24.9",
"1089584107","546141397","-947354998","41021.56","6.429","373.20000000000005","25","1","113","24.9",
"1089584108","546142049","-947355342","41027.55","6.401","373.20000000000005","25","1","113","24.9",
"1089584109","546142737","-947355690","41033.99","6.466","373.20000000000005","25","1","113","24.08",
"1089584110","546143427","-947356105","41040.86","6.503","373.20000000000005","25","1","113","24.08",
"1089584111","546144144","-947356513","41047.31","6.578","373.20000000000005","25","1","114","24.08",
"1089584112","546144886","-947356963","41054.49","6.541","373.20000000000005","25","1","114","24.08",
"1089584113","546145687","-947357304","41062.8","6.727","373.20000000000005","25","1","114","23.93",
"1089584114","546146422","-947357638","41069.66","6.69","373.20000000000005","25","1","114","23.93",
"1089584115","546147103","-947358005","41076.37","6.354","373.20000000000005","25","1","114","23.93",
"1089584116","546147802","-947358254","41083.09","6.13","373.20000000000005","25","1","114","23.93",
"1089584117","546148474","-947358511","41089.39","5.944","373.79999999999995","25","1","114","23.93",
"1089584118","546149119","-947358729","41094.92","5.673","373.79999999999995","25","1","114","22.64",
"1089584119","546149859","-947359146","41101.86","6.093","374.20000000000005","25","1","114","22.64",
"1089584120","546150541","-947359565","41108.69","5.906","374.20000000000005","25","1","115","22.64",
"1089584121","546151179","-947359991","41115.33","5.729","374.20000000000005","25","1","115","22.64",
"1089584122","546151848","-947360324","41122.05","5.552","374.20000000000005","25","1","115","22.64",
"1089584123","546152514","-947360714","41129.13","5.44","374.0","25","1","115","23.82",
"1089584124","546153113","-947361087","41135.66","5.3","374.0","25","1","115","23.82",
"1089584125","546153697","-947361425","41141.83","5.16","374.0","25","1","115","23.82",
"1089584126","546154250","-947361747","41147.63","5.076","374.0","25","1","115","23.82",
"1089584127","546154761","-947362047","41152.96","4.908","374.0","25","1","115","23.82",
"1089584128","546155297","-947362325","41158.44","4.852","374.0","25","1","115","23.82",
"1089584129","546155828","-947362575","41163.81","4.749","374.20000000000005","25","1","115","24.15",
"1089584130","546156322","-947362868","41169.02","4.675","374.4","25","1","115","24.15",
"1089584131","546156762","-947363153","41173.65","4.488","374.4","25","1","115","24.15",
"1089584132","546157216","-947363437","41178.25","4.525","374.6","25","1","115","24.15",
"1089584133","546157646","-947363717","41182.69","4.189","374.79999999999995","25","1","115","24.15",
"1089584134","546158055","-947363953","41186.85","3.742","375.20000000000005","25","1","115","25.94",
"1089584135","546158454","-947364180","41190.86","3.499","375.20000000000005","25","1","115","25.94",
"1089584136","546158890","-947364400","41195.24","3.807","375.6","25","1","116","25.94",
"1089584137","546159321","-947364639","41199.61","3.956","375.79999999999995","25","1","116","25.94",
"1089584138","546159736","-947364913","41203.92","4.003","376.0","25","1","116","25.94",
"1089584139","546160091","-947365140","41207.79","3.368","376.4","25","1","116","27.53",
"1089584140","546160427","-947365347","41211.31","3.266","376.6","25","1","116","27.53",
"1089584141","546160749","-947365524","41214.61","3.126","376.6","25","1","116","27.53",
"1089584142","546161049","-947365601","41217.51","2.865","376.79999999999995","25","1","117","27.53",
"1089584143","546161361","-947365751","41220.46","3.051","377.0","25","1","117","28.19",
"1089584144","546161717","-947365903","41223.8","3.322","377.20000000000005","25","1","117","28.19",
"1089584145","546162084","-947366072","41227.53","3.219","377.20000000000005","25","1","117","28.19",
"1089584146","546162438","-947366274","41231.09","3.359","377.4","25","1","118","28.19",
"1089584147","546162787","-947366517","41234.8","3.546","377.6","25","1","118","28.19",
"1089584148","546163153","-947366763","41238.19","3.686","377.79999999999995","25","1","119","28.19",
"1089584149","546163545","-947367111","41242.29","3.956","378.0","25","1","120","28.24",
"1089584150","546164035","-947367504","41246.97","4.637","378.4","25","1","120","28.24",
"1089584151","546164555","-947367940","41252.67","4.693","378.6","25","1","121","28.24",
"1089584152","546165116","-947368360","41258.61","5.011","378.79999999999995","25","1","121","28.24",
"1089584153","546165724","-947368665","41264.26","5.356","378.79999999999995","25","1","122","28.24",
"1089584154","546166409","-947369013","41270.39","5.897","378.79999999999995","25","1","122","27.1",
"1089584155","546167138","-947369354","41277.13","6.27","378.79999999999995","25","1","123","27.1",
"1089584156","546167910","-947369774","41284.75","6.765","378.79999999999995","25","1","123","27.1",
"1089584157","546168745","-947370318","41292.56","7.353","378.6","25","1","123","27.1",
"1089584158","546169625","-947370859","41301.9","7.306","378.6","25","1","124","26.72",
"1089584159","546170464","-947371386","41310.9","7.231","378.6","25","1","124","26.72",
"1089584160","546171282","-947371889","41319.31","7.147","378.6","25","1","124","26.72",
"1089584161","546172051","-947372342","41327.68","6.914","378.6","25","1","124","26.72",
"1089584162","546172769","-947372743","41335.17","6.783","378.6","25","1","125","26.72",
"1089584163","546173466","-947373161","41342.13","6.765","378.6","25","1","125","26.72",
"1089584164","546174184","-947373591","41349.63","6.765","378.6","25","1","125","28.05",
"1089584165","546174872","-947373987","41356.61","6.849","378.6","25","1","125","28.05",
"1089584166","546175565","-947374385","41363.56","7.054","378.79999999999995","25","1","125","28.05",
"1089584167","546176288","-947374793","41371.14","7.287","379.0","25","1","125","28.05",
"1089584168","546177035","-947375182","41378.73","7.521","379.20000000000005","25","1","125","28.05",
"1089584169","546177794","-947375667","41386.88","7.8","379.20000000000005","25","1","124","28.05",
"1089584170","546178587","-947376095","41395.08","7.968","379.20000000000005","25","1","124","26.57",
"1089584171","546179394","-947376457","41403.1","8.118","379.20000000000005","25","1","123","26.57",
"1089584172","546180225","-947376833","41411.06","8.37","379.20000000000005","25","1","122","26.57",
"1089584173","546181062","-947377239","41419.29","8.295","379.20000000000005","25","1","122","26.57",
"1089584174","546181910","-947377661","41427.65","8.342","379.0","25","1","121","26.57",
"1089584175","546182736","-947378164","41435.77","8.342","378.79999999999995","25","1","121","25.98",
"1089584176","546183599","-947378616","41444.12","8.276","378.6","25","1","120","25.98",
"1089584177","546184475","-947379029","41452.51","8.248","378.6","25","1","120","25.98",
"1089584178","546185306","-947379501","41460.73","8.155","378.4","25","1","120","25.98",
"1089584179","546186122","-947380012","41468.52","8.09","378.20000000000005","25","1","120","25.98",
"1089584180","546186967","-947380484","41476.81","8.08","378.20000000000005","25","1","120","27.95",
"1089584181","546187775","-947380967","41484.61","7.847","378.20000000000005","25","1","120","27.95",
"1089584182","546188610","-947381460","41492.95","7.819","378.4","25","1","120","27.95",
"1089584183","546189456","-947381914","41501.7","7.726","378.4","25","1","120","27.95",
"1089584184","546190241","-947382345","41509.49","7.66","378.4","25","1","120","27.95",
"1089584185","546191035","-947382687","41516.81","7.446","378.4","25","1","119","26.9",
"1089584186","546191820","-947383089","41524.49","7.409","378.4","25","1","119","26.9",
"1089584187","546192588","-947383530","41532.13","7.287","378.4","25","1","119","26.9",
