record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],
"1089578268","546645366","-950599444","2092.34","6.046","320.0","27","1","120","27.92",
"1089578269","546645568","-950598568","2098.23","6.018","320.0","27","1","120","27.92",
"1089578270","546645791","-950597675","2104.49","6.037","320.20000000000005","27","1","120","27.67",
"1089578271","546646066","-950596867","2110.21","5.953","320.20000000000005","27","1","120","27.67",
"1089578272","546646361","-950596057","2116.22","5.897","320.4","27","1","121","27.67",
"1089578273","546646647","-950595265","2121.95","5.878","320.4","27","1","121","27.67",
"1089578274","546646954","-950594484","2127.81","5.804","320.4","27","1","122","27.5",
"1089578275","546647297","-950593711","2133.85","5.86","320.6","27","1","122","27.5",
"1089578276","546647640","-950592963","2139.61","5.794","320.79999999999995","27","1","122","27.5",
"1089578277","546647973","-950592210","2145.21","5.692","320.79999999999995","27","1","123","27.5",
"1089578278","546648316","-950591449","2151.27","5.486","320.79999999999995","27","1","123","27.5",
"1089578279","546648672","-950590730","2156.92","5.542","321.0","27","1","123","28.57",
"1089578280","546649018","-950589984","2162.78","5.626","321.0","27","1","123","28.57",
"1089578281","546649335","-950589222","2168.37","5.636","321.20000000000005","27","1","122","28.57",
"1089578282","546649626","-950588405","2174.48","5.608","321.20000000000005","27","1","122","28.57",
"1089578283","546649895","-950587630","2180.13","5.477","321.4","27","1","122","28.57",
"1089578284","546650136","-950586838","2185.81","5.58","321.4","27","1","122","29.67",
"1089578285","546650381","-950586058","2191.43","5.561","321.4","27","1","122","29.67",
"1089578286","546650608","-950585256","2197.07","5.72","321.6","27","1","122","29.67",
"1089578287","546650807","-950584408","2203.05","5.85","321.79999999999995","27","1","122","29.67",
"1089578288","546651017","-950583558","2208.89","6.074","321.79999999999995","27","1","122","29.67",
"1089578289","546651202","-950582667","2214.98","6.186","322.0","27","1","122","30.41",
"1089578290","546651390","-950581702","2221.54","6.392","322.0","27","1","122","30.41",
"1089578291","546651584","-950580759","2227.83","6.587","322.0","27","1","122","30.41",
"1089578292","546651780","-950579764","2234.64","6.615","322.0","27","1","122","30.41",
"1089578293","546651951","-950578794","2240.94","6.569","322.0","27","1","122","30.41",
"1089578294","546652160","-950577807","2247.71","6.373","322.0","27","1","122","30.41",
"1089578295","546652395","-950576834","2254.31","6.196","322.20000000000005","27","1","121","29.72",
"1089578296","546652647","-950575926","2260.97","5.869","322.20000000000005","27","1","121","29.72",
"1089578297","546652903","-950575113","2266.93","5.72","322.4","27","1","121","29.72",
"1089578298","546653178","-950574415","2272.18","5.514","322.4","27","1","121","29.72",
"1089578299","546653471","-950573763","2277.23","5.281","322.79999999999995","27","1","120","29.72",
"1089578300","546653775","-950573126","2282.39","5.188","322.79999999999995","27","1","120","30.84",
"1089578301","546654116","-950572569","2287.32","5.244","323.0","27","1","120","30.84",
"1089578302","546654498","-950572058","2292.1","5.356","323.20000000000005","27","1","120","30.84",
"1089578303","546654934","-950571535","2297.13","5.645","323.20000000000005","27","1","120","30.84",
"1089578304","546655408","-950570995","2302.78","5.57","323.20000000000005","27","1","120","30.84",
"1089578305","546655903","-950570450","2308.39","5.617","323.4","27","1","120","30.01",
"1089578306","546656451","-950569871","2314.54","5.841","323.4","27","1","120","30.01",
"1089578307","546657010","-950569245","2321.28","6.13","323.4","27","1","120","30.01",
"1089578308","546657545","-950568642","2327.86","6.084","323.4","27","1","120","30.01",
"1089578309","546658064","-950568107","2333.31","5.944","323.4","27","1","120","30.01",
"1089578310","546658590","-950567548","2338.85","5.608","323.4","27","1","120","30.24",
"1089578311","546659131","-950566868","2345.55","5.412","323.4","27","1","120","30.24",
"1089578312","546659610","-950566205","2351.64","5.207","323.6","27","1","120","30.24",
"1089578313","546660019","-950565632","2357.01","4.563","323.6","27","1","120","30.24",
"1089578314","546660368","-950565084","2362.26","3.966","323.6","27","1","119","30.4",
"1089578315","546660726","-950564680","2366.32","3.686","323.6","27","1","119","30.4",
"1089578316","546661037","-950564265","2370.32","3.275","323.6","27","1","119","30.4",
"1089578317","546661326","-950563801","2374.74","3.191","323.79999999999995","27","1","119","30.4",
"1089578318","546661556","-950563423","2378.17","2.995","324.0","27","1","119","30.4",
"1089578319","546661770","-950563102","2381.08","2.79","324.4","27","1","119","31.29",
"1089578320","546661964","-950562774","2383.79","2.715","324.6","27","1","119","31.29",
"1089578321","546662159","-950562419","2386.72","2.585","325.0","27","1","120","31.29",
"1089578322","546662348","-950562068","2389.73","2.641","325.20000000000005","27","1","120","31.29",
"1089578323","546662549","-950561718","2392.53","2.781","325.6","27","1","121","31.29",
"1089578324","546662711","-950561343","2395.5","2.538","326.0","27","1","121","31.29",
"1089578325","546662907","-950561018","2398.41","2.678","326.4","27","1","122","30.31",
"1089578326","546663117","-950560614","2401.56","3.387","326.79999999999995","27","1","123","30.31",
"1089578327","546663311","-950560215","2404.75","3.238","327.0","27","1","124","30.31",
"1089578328","546663533","-950559801","2408.04","3.443","327.4","27","1","124","30.31",
"1089578329","546663803","-950559357","2411.79","3.714","327.6","27","1","125","30.83",
"1089578330","546664064","-950558792","2416.26","4.161","328.0","27","1","126","30.83",
"1089578331","546664314","-950558155","2421.01","4.684","328.20000000000005","27","1","126","30.83",
"1089578332","546664595","-950557527","2425.93","4.973","328.6","27","1","126","30.83",
"1089578333","546664899","-950556850","2430.97","5.337","328.6","27","1","127","30.83",
"1089578334","546665263","-950556157","2436.68","5.468","328.6","27","1","127","30.83",
"1089578335","546665644","-950555463","2442.42","5.589","328.6","27","1","128","30.0",
"1089578336","546665988","-950554762","2448.27","5.3","328.79999999999995","27","1","128","30.0",
"1089578337","546666310","-950554079","2453.73","5.346","328.79999999999995","27","1","128","30.0",
"1089578338","546666595","-950553430","2458.79","5.057","328.79999999999995","27","1","129","30.0",
"1089578339","546666835","-950552792","2463.47","4.824","328.79999999999995","27","1","129","30.0",
"1089578340","546667095","-950552169","2468.37","4.749","328.79999999999995","27","1","129","29.06",
"1089578341","546667335","-950551581","2472.65","4.6","329.0","27","1","129","29.06",
"1089578342","546667568","-950550960","2477.24","4.535","329.20000000000005","27","1","129","29.06",
"1089578343","546667772","-950550335","2481.61","4.516","329.4","27","1","129","29.06",
"1089578344","546668011","-950549660","2486.38","4.927","329.79999999999995","27","1","129","29.06",
"1089578345","546668228","-950548947","2491.6","4.992","330.0","27","1","129","30.0",
"1089578346","546668455","-950548183","2496.98","5.244","330.20000000000005","27","1","129","30.0",
"1089578347","546668708","-950547442","2502.29","5.524","330.4","27","1","130","30.0",
"1089578348","546668966","-950546672","2507.54","5.673","330.4","27","1","130","30.0",
"1089578349","546669236","-950545826","2513.49","5.804","330.6","27","1","130","30.0",
"1089578350","546669553","-950544962","2519.76","6.0","330.6","27","1","131","29.45",
"1089578351","546669893","-950544085","2526.34","6.074","330.6","27","1","131","29.45",
"1089578352","546670241","-950543237","2532.89","6.13","330.6","27","1","131","29.45",
"1089578353","546670608","-950542406","2539.41","6.27","330.6","27","1","131","29.45",
"1089578354","546670976","-950541540","2546.09","6.569","330.6","27","1","131","29.08",
"1089578355","546671370","-950540635","2552.76","6.942","330.6","27","1","132","29.08",
"1089578356","546671775","-950539609","2560.09","7.455","330.79999999999995","27","1","132","29.08",
"1089578357","546672234","-950538434","2568.97","8.099","330.79999999999995","27","1","132","29.08",
"1089578358","546672674","-950537272","2577.39","8.566","330.79999999999995","27","1","131","29.08",
"1089578359","546673090","-950535978","2586.7","8.929","330.79999999999995","27","1","131","30.41",
"1089578360","546673467","-950534653","2596.19","9.06","330.4","27","1","131","30.41",
"1089578361","546673826","-950533336","2605.39","9.069","330.0","27","1","131","30.41",
"1089578362","546674152","-950531997","2614.81","8.939","329.79999999999995","27","1","131","30.41",
"1089578363","546674423","-950530689","2623.68","8.715","329.6","27","1","130","30.41",
"1089578364","546674699","-950529433","2632.35","8.248","329.4","27","1","130","28.54",
"1089578365","546675004","-950528265","2640.68","7.754","329.20000000000005","27","1","130","28.54",
"1089578366","546675203","-950527264","2647.51","6.979","329.0","27","1","130","28.54",
"1089578367","546675451","-950526294","2654.11","6.513","329.0","27","1","129","28.54",
"1089578368","546675707","-950525387","2660.51","6.065","329.0","27","1","129","28.54",
"1089578369","546675935","-950524547","2666.5","5.953","329.0","27","1","129","30.05",
"1089578370","546676148","-950523704","2672.4","5.888","329.4","27","1","129","30.05",
"1089578371","546676405","-950522868","2678.23","6.084","329.6","27","1","129","30.05",
"1089578372","546676688","-950521963","2684.7","6.531","329.79999999999995","27","1","128","30.05",
"1089578373","546676999","-950521068","2690.94","6.699","330.0","27","1","128","30.05",
"1089578374","546677374","-950520073","2698.21","7.241","330.20000000000005","27","1","128","30.05",
"1089578375","546677767","-950518996","2705.84","7.838","330.20000000000005","27","1","128","31.06",
"1089578376","546678191","-950517787","2714.49","8.323","330.20000000000005","27","1","128","31.06",
"1089578377","546678618","-950516497","2723.83","8.65","330.20000000000005","27","1","128","31.06",
"1089578378","546679007","-950515207","2733.18","8.78","330.20000000000005","27","1","127","31.06",
"1089578379","546679420","-950513942","2742.4","8.855","330.0","27","1","127","31.06",
"1089578380","546679794","-950512666","2751.45","8.855","329.6","27","1","127","30.15",
"1089578381","546680166","-950511299","2760.99","9.181","329.4","27","1","126","30.15",
"1089578382","546680521","-950509942","2770.4","9.452","329.4","27","1","126","30.15",
"1089578383","546680913","-950508507","2780.28","9.937","329.20000000000005","27","1","125","30.15",
"1089578384","546681331","-950507028","2790.52","10.254","328.6","27","1","125","30.15",
"1089578385","546681774","-950505476","2801.43","10.6","328.4","27","1","124","29.16",
"1089578386","546682237","-950503875","2812.72","10.917","327.79999999999995","27","1","124","29.16",
"1089578387","546682683","-950502276","2823.92","11.048","327.6","27","1","124","29.16",
"1089578388","546683132","-950500650","2835.37","11.066","327.20000000000005","27","1","123","29.16",
"1089578389","546683586","-950499003","2846.96","11.187","327.0","27","1","123","29.16",
"1089578390","546684048","-950497367","2858.53","11.076","326.4","27","1","123","27.7",
"1089578391","546684613","-950495849","2869.83","10.824","326.20000000000005","27","1","123","27.7",
"1089578392","546685160","-950494426","2880.52","10.376","325.4","27","1","123","27.7",
"1089578393","546685665","-950493058","2890.87","9.9","324.79999999999995","27","1","122","27.7",
"1089578394","546686135","-950491708","2900.6","9.788","324.79999999999995","27","1","122","27.7",
"1089578395","546686636","-950490350","2910.45","9.807","324.79999999999995","27","1","122","27.7",
"1089578396","546687147","-950488904","2920.87","10.236","324.79999999999995","27","1","122","26.34",
"1089578397","546687668","-950487424","2931.71","10.562","324.79999999999995","27","1","122","26.34",
"1089578398","546688206","-950485964","2942.43","10.6","324.79999999999995","27","1","122","26.34",
"1089578399","546688742","-950484485","2953.28","10.497","324.79999999999995","27","1","122","26.34",
"1089578400","546689269","-950483015","2964.18","10.366","324.6","27","1","122","26.81",
"1089578401","546689704","-950481552","2974.66","10.133","324.4","27","1","122","26.81",
"1089578402","546690144","-950480134","2984.71","10.003","324.4","27","1","122","26.81",
"1089578403","546690544","-950478692","2994.86","9.863","324.20000000000005","27","1","121","26.81",
"1089578404","546690911","-950477288","3004.87","9.461","323.79999999999995","27","1","121","26.81",
"1089578405","546691263","-950475970","3013.79","9.209","323.6","27","1","121","28.11",
"1089578406","546691583","-950474605","3023.35","8.957","323.20000000000005","27","1","121","28.11",
